niche_source,company_name,google_maps_url,google_rating,google_review_count,category_google,address,city,phone,website,niche_assigned,city_matched,city_match_method,competitors_count_lsa,_db_id,_db_call_count,_db_existing_custom_fields
paysagiste,Terre d'avenir,https://www.google.com/maps/place/Terre+d%27avenir/data=!4m7!3m6!1s0xbefeebec966c56b:0x93bce268f5fc2240!8m2!3d48.1087939!4d-1.6471272!16s%2Fg%2F11mkn085kl!19sChIJa8Vmyb7u7wsRQCL89WjivJM?authuser=0&hl=fr&rclk=1,5.0,7,Paysagiste,15 Rue Alexandra David-Néel,,0278086270,https://sites.google.com/view/terredavenirpaysagiste/accueil,paysagiste,Rennes,gps_2km,2,1cec7203-4c2b-410a-9624-af960c88caa9,0,{}
paysagiste,Ambiance Botanique,https://www.google.com/maps/place/Ambiance+Botanique/data=!4m7!3m6!1s0x480f1c2db0bd6863:0xe71bd80224103f41!8m2!3d48.0246863!4d-1.7846851!16s%2Fg%2F1wk6z4sz!19sChIJY2i9sC0cD0gRQT8QJALYG-c?authuser=0&hl=fr&rclk=1,4.8,32,Paysagiste,La Corbière,,0299928007,http://www.ambiance-botanique.com/?utm_source=gmb,paysagiste,Rennes,gps_12km,2,5b9142fe-3294-47c8-a2f3-c2bb90e5d4f3,0,{}
paysagiste,Zen Concept Paysages,https://www.google.com/maps/place/Zen+Concept+Paysages/data=!4m7!3m6!1s0x480ee1b0b7f8f6ad:0x398f158c6fc87fcd!8m2!3d48.1450782!4d-1.7703962!16s%2Fg%2F11txfp_bv3!19sChIJrfb4t7DhDkgRzX_Ib4wVjzk?authuser=0&hl=fr&rclk=1,5.0,8,Paysagiste,·,,0782495331,https://zenconceptpaysages.fr/,paysagiste,Rennes,gps_7km,2,e705f515-80d6-4a1d-9628-e465a0ed9490,0,{}
paysagiste,Désiles Paysage & Piscine,https://www.google.com/maps/place/D%C3%A9siles+Paysage+%26+Piscine/data=!4m7!3m6!1s0x480ee79ff5eda7df:0xb412f2c3499c3bb5!8m2!3d47.9904392!4d-1.5170503!16s%2Fg%2F11yl6j4fd!19sChIJ36ft9Z_nDkgRtTucScPyErQ?authuser=0&hl=fr&rclk=1,4.4,133,Paysagiste,·,,0299444686,http://www.desiles-paysage.fr/?utm_source=gmb,paysagiste,Rennes,gps_18km,2,e7087172-86e7-4037-bf93-e03b557c7e5d,0,{}
paysagiste,Ortica Entretien Elagueur Jardinier Paysagiste Saint Gregoire,https://www.google.com/maps/place/Ortica+Entretien+Elagueur+Jardinier+Paysagiste+Saint+Gregoire/data=!4m7!3m6!1s0x480eddb75c378947:0x7e69c1fb0804e45b!8m2!3d48.1518903!4d-1.6984398!16s%2Fg%2F11wts0vg66!19sChIJR4k3XLfdDkgRW-QECPvBaX4?authuser=0&hl=fr&rclk=1,5.0,20,Service d'élagage,Rue des Îles Kerguélen,,0782403692,https://ortica-entretien.e-monsite.com/,paysagiste,Rennes,gps_4km,2,10faaef1-31bb-4896-97b0-d99c482d550c,0,{}
paysagiste,Les Jardins B.L,https://www.google.com/maps/place/Les+Jardins+B.L/data=!4m7!3m6!1s0x480ee18c697dad33:0x319ebf041e5036aa!8m2!3d48.0903947!4d-1.7733233!16s%2Fg%2F11b6dp_ndb!19sChIJM619aYzhDkgRqjZQHgS_njE?authuser=0&hl=fr&rclk=1,4.8,5,Jardinier,·,,0299149050,https://www.paysagistes.pro/paysagistes/jardins-bertrand-lecroc-rheu/,paysagiste,Rennes,gps_7km,2,aef79ef8-e8f9-4ab5-a219-c294790baab6,0,{}
paysagiste,DAP Paysagiste - Spécialiste des espaces verts à Reims,https://www.google.com/maps/place/DAP+Paysagiste+-+Sp%C3%A9cialiste+des+espaces+verts+%C3%A0+Reims/data=!4m7!3m6!1s0x47e9759d1f0a7e0d:0xa030b1d57ae667ce!8m2!3d49.2616634!4d4.0097723!16s%2Fg%2F11js2j77tm!19sChIJDX4KH5116UcRzmfmetWxMKA?authuser=0&hl=fr&rclk=1,4.9,87,Paysagiste,215 Bd Charles Arnould,,0767383154,https://www.dap-paysagiste-reims.fr/,paysagiste,Reims,name,1,c348caaf-13e9-4fa5-941f-bb5d5f58c4b6,0,{}
paysagiste,SENSÉA PAYSAGE - Votre paysagiste à Reims,https://www.google.com/maps/place/SENS%C3%89A+PAYSAGE+-+Votre+paysagiste+%C3%A0+Reims/data=!4m7!3m6!1s0x47e975dc3c2ce9d3:0xf90c20857d039e6e!8m2!3d49.2737564!4d4.0898318!16s%2Fg%2F1txfngvx!19sChIJ0-ksPNx16UcRbp4DfYUgDPk?authuser=0&hl=fr&rclk=1,4.8,97,Paysagiste,·,,0326976112,http://www.senseapaysage.fr/,paysagiste,Reims,name,1,1a77182e-78bb-4e6d-bcee-9d6fec021c23,0,{}
paysagiste,PJS espaces verts,https://www.google.com/maps/place/PJS+espaces+verts/data=!4m7!3m6!1s0x47e02f0fd52c42e5:0x9e906f1aa089c950!8m2!3d49.5147212!4d0.1685998!16s%2Fg%2F1tdx3dz_!19sChIJ5UIs1Q8v4EcRUMmJoBpvkJ4?authuser=0&hl=fr&rclk=1,4.7,89,Paysagiste,·,,0235546750,http://www.pjs.fr/,paysagiste,Le Havre,gps_4km,2,ef0646de-f29b-4db2-ab1d-b4e850e06037,0,{}
paysagiste,Caux Environnement,https://www.google.com/maps/place/Caux+Environnement/data=!4m7!3m6!1s0x47e03c578ab61e4d:0x989d82a18ae85d1f!8m2!3d49.6116779!4d0.3181475!16s%2Fg%2F1xcbnxq8!19sChIJTR62ilc84EcRH13oiqGCnZg?authuser=0&hl=fr&rclk=1,4.9,29,Paysagiste,·,,0235306746,http://www.cauxenvironnement.fr/?utm_source=gmb,paysagiste,Le Havre,gps_20km,2,ba8312a0-fbb7-4779-9696-c63db4bc517f,0,{}
paysagiste,Societe Normande Du Paysage,https://www.google.com/maps/place/Societe+Normande+Du+Paysage/data=!4m7!3m6!1s0x47e04b5b3aea506b:0x147bec867b8c2571!8m2!3d49.4012253!4d0.4803848!16s%2Fg%2F11f57ssdqn!19sChIJa1DqOltL4EcRcSWMe4bsexQ?authuser=0&hl=fr&rclk=1,4.8,33,Paysagiste,184 Le Bout d'Amont,,0232569772,http://www.societe-normande-du-paysage.fr/,paysagiste,Le Havre,gps_28km,2,059d5ddb-9a43-4f07-85d9-71fed9ee5e88,0,{}
paysagiste,Mercier Paysage & Piscine Carré Bleu | Aménagement Paysager & Piscines (49),https://www.google.com/maps/place/Mercier+Paysage+%26+Piscine+Carr%C3%A9+Bleu+%7C+Am%C3%A9nagement+Paysager+%26+Piscines+%2849%29/data=!4m7!3m6!1s0x480877379ad4a37b:0x8d2682fbc626d012!8m2!3d47.5185573!4d-0.4424118!16s%2Fg%2F1v9tz8m_!19sChIJe6PUmjd3CEgREtAmxvuCJo0?authuser=0&hl=fr&rclk=1,4.6,75,Paysagiste,·,,0241764754,https://www.mercier-paysage.com/,paysagiste,Angers,gps_9km,2,323088d4-375d-492c-a6c8-b76d3a53f80b,0,{}
paysagiste,COCAULT MAÇONNERIE ANGERS,https://www.google.com/maps/place/COCAULT+MA%C3%87ONNERIE+ANGERS/data=!4m7!3m6!1s0x48087dd0ea1348eb:0xf0d24dc2202cb8fb!8m2!3d47.5319665!4d-0.6243748!16s%2Fg%2F1vc6csld!19sChIJ60gT6tB9CEgR-7gsIMJN0vA?authuser=0&hl=fr&rclk=1,4.9,45,Paysagiste,·,,0241427079,https://cocault-maconnerie-angers.fr/,paysagiste,Angers,name,2,dadcbe82-dc2a-4123-b8f3-c0f3451a8ce8,0,{}
paysagiste,"Daniel Moquet, le spécialiste de vos extérieurs - Ent.Palierne","https://www.google.com/maps/place/Daniel+Moquet,+le+sp%C3%A9cialiste+de+vos+ext%C3%A9rieurs+-+Ent.Palierne/data=!4m7!3m6!1s0x47e289c84464cf3f:0xa5309ae901fdaad!8m2!3d48.0623498!4d0.2172737!16s%2Fg%2F11bwpcglxy!19sChIJP89kRMiJ4kcRrdofkK4JUwo?authuser=0&hl=fr&rclk=1",4.5,141,Paysagiste,·,,0243320202,https://www.daniel-moquet.fr/,paysagiste,Le Mans,gps_6km,3,cec77469-6395-4a6e-b91f-0d61368a28bd,0,{}
paysagiste,SARL THEROUIN PAYSAGE,https://www.google.com/maps/place/SARL+THEROUIN+PAYSAGE/data=!4m7!3m6!1s0xa4698ef4814fe6f5:0x93cdeba882f4dde7!8m2!3d47.9611852!4d0.0802437!16s%2Fg%2F11n3ww1s51!19sChIJ9eZPgfSOaaQR5930gqjrzZM?authuser=0&hl=fr&rclk=1,5.0,6,Paysagiste,1 Chem. des Maubets,,0681182730,https://www.therouin-paysage.fr/,paysagiste,Le Mans,gps_10km,3,ae78fb2f-b200-49ee-b3fa-bb5ca6d8d007,1,"{'loss_reason': {'date': '2026-03-27T11:36:53.408Z', 'reason': 'autre'}}"
paysagiste,Garden Park Concept - Agence de Brest - Revêtements extérieurs de qualité,https://www.google.com/maps/place/Garden+Park+Concept+-+Agence+de+Brest+-+Rev%C3%AAtements+ext%C3%A9rieurs+de+qualit%C3%A9/data=!4m7!3m6!1s0x4816bb85d4fd0bb9:0xbfd879d1a32cf4a1!8m2!3d48.4304169!4d-4.451703!16s%2Fg%2F11t2ydjsmc!19sChIJuQv91IW7FkgRofQso9F52L8?authuser=0&hl=fr&rclk=1,4.9,51,Paysagiste,·,,0675325481,https://gardenparkconcept.com/agences-amenagements-exterieurs/garden-park-concept-brest/,paysagiste,Brest,name,1,6a9c5676-9564-458b-bcf9-f0e9e9471dab,0,{}
paysagiste,Hugo Campion,https://www.google.com/maps/place/Hugo+Campion/data=!4m7!3m6!1s0x4816ba01ad91daab:0x4bd7cc938e08937c!8m2!3d48.3895304!4d-4.4913466!16s%2Fg%2F1tm0skmh!19sChIJq9qRrQG6FkgRfJMIjpPM10s?authuser=0&hl=fr&rclk=1,5.0,13,Architecte paysagiste,3 Rue Keravel,,0680569023,https://www.hugocampion.fr/,paysagiste,Brest,gps_0km,1,2506b3f7-c485-4912-8d80-0e3d69d3ec77,0,{}
paysagiste,Jardin 29,https://www.google.com/maps/place/Jardin+29/data=!4m7!3m6!1s0x4816b90b013dfcbf:0x6b7b0ebcbd165333!8m2!3d48.3821597!4d-4.4875972!16s%2Fg%2F11tdk7_q29!19sChIJv_w9AQu5FkgRM1MWvbwOe2s?authuser=0&hl=fr&rclk=1,5.0,7,Jardinier,6 Rue de Porstrein,,0222081307,,paysagiste,Brest,gps_0km,1,1f92ee32-3c3f-4836-8250-5decfd9f3011,0,{}
paysagiste,Minou Paysages,https://www.google.com/maps/place/Minou+Paysages/data=!4m7!3m6!1s0x4816958549e0e6ab:0x23eba223730dd708!8m2!3d48.3557758!4d-4.5994911!16s%2Fg%2F1td0mf93!19sChIJq-bgSYWVFkgRCNcNcyOi6yM?authuser=0&hl=fr&rclk=1,4.6,28,Paysagiste,·,,0298492830,http://www.minoupaysages.com/,paysagiste,Brest,gps_9km,1,a18d513c-5675-405d-b7f4-fec970b43df4,0,{}
paysagiste,Bodonnou Paysages,https://www.google.com/maps/place/Bodonnou+Paysages/data=!4m7!3m6!1s0x4816961cb30d8cb1:0xf7101d2027eaf02a!8m2!3d48.398009!4d-4.600268!16s%2Fg%2F1tj1lx_y!19sChIJsYwNsxyWFkgRKvDqJyAdEPc?authuser=0&hl=fr&rclk=1,4.6,34,Paysagiste,"2850 Route de Bodonnou, Kerhallet Lieu-dit",,0298485022,http://bodonnoupaysages.fr/?utm_source=gmb,paysagiste,Brest,gps_8km,1,e777a203-a8c2-4adc-b60a-5a163477d353,0,{}
paysagiste,L'empreinte paysagiste,https://www.google.com/maps/place/L%27empreinte+paysagiste/data=!4m7!3m6!1s0x48169b1b72ac3745:0x552813bd03f19546!8m2!3d48.4708155!4d-4.6466542!16s%2Fg%2F11fx7mpgvl!19sChIJRTeschubFkgRRpXxA70TKFU?authuser=0&hl=fr&rclk=1,5.0,29,Architecte paysagiste,60 Kerdrioual,,0298373024,http://www.empreinte-paysagiste.fr/,paysagiste,Brest,gps_14km,1,50ea5d19-3e35-49e5-8e3c-80cbf5363c9c,0,{}
paysagiste,Garden Concepts paysagiste - agence de Ploudalmézeau,https://www.google.com/maps/place/Garden+Concepts+paysagiste+-+agence+de+Ploudalm%C3%A9zeau/data=!4m7!3m6!1s0x481698d3b0da1e67:0xae84fb35ef7475ab!8m2!3d48.5303578!4d-4.6588827!16s%2Fg%2F11b7gl7039!19sChIJZx7asNOYFkgRq3V07zX7hK4?authuser=0&hl=fr&rclk=1,4.9,144,Paysagiste,Saint-Roch ZA de,,0298367389,http://www.garden-concepts.bzh/,paysagiste,Brest,gps_20km,1,5b3c37af-6ae4-4632-bd4a-8db9f0d01d07,0,{}
paysagiste,Vauthelin Paysages,https://www.google.com/maps/place/Vauthelin+Paysages/data=!4m7!3m6!1s0x4816b7303725924f:0x4f388e78b3731643!8m2!3d48.3870242!4d-4.3480813!16s%2Fg%2F1vzg1nc2!19sChIJT5IlNzC3FkgRQxZzs3iOOE8?authuser=0&hl=fr&rclk=1,4.5,206,Paysagiste,·,,0298405289,https://www.vauthelin-paysages.com/,paysagiste,Brest,gps_10km,1,5fdb03da-08a3-4039-868b-6e47791e46a7,0,{}
paysagiste,Ambiances et Paysages - Paysagiste à Landerneau,https://www.google.com/maps/place/Ambiances+et+Paysages+-+Paysagiste+%C3%A0+Landerneau/data=!4m7!3m6!1s0x4816add7676a1063:0x459b518ac1e018c1!8m2!3d48.489196!4d-4.2457!16s%2Fg%2F11n97h3tf0!19sChIJYxBqZ9etFkgRwRjgwYpRm0U?authuser=0&hl=fr&rclk=1,4.8,62,Paysagiste,·,,0298431469,https://ambiances-paysages-finistere.fr/,paysagiste,Brest,gps_20km,1,928340f1-9e9f-4686-aa95-a99af4906d21,0,{}
paysagiste,SARL Paysage du Léon,https://www.google.com/maps/place/SARL+Paysage+du+L%C3%A9on/data=!4m7!3m6!1s0x48169eabbd81f8fd:0x8dc81cc8027af337!8m2!3d48.5283274!4d-4.6141927!16s%2Fg%2F11b6d94m9h!19sChIJ_fiBvaueFkgRN_N6AsgcyI0?authuser=0&hl=fr&rclk=1,4.7,18,Paysagiste,·,,0298895985,https://www.paysageduleon.fr/,paysagiste,Brest,gps_18km,1,81a04530-a627-4e70-9bb0-54df4b719b88,0,{}
paysagiste,Yann PIRIOU,https://www.google.com/maps/place/Yann+PIRIOU/data=!4m7!3m6!1s0x4816b7c2414ee8b3:0x247d25cf11f3bdb9!8m2!3d48.3724092!4d-4.3707161!16s%2Fg%2F11fh_5vbtr!19sChIJs-hOQcK3FkgRub3zEc8lfSQ?authuser=0&hl=fr&rclk=1,4.6,10,Paysagiste,1 Rue Jean Fournier,,0638846232,https://www.paysagistes.fr/paysagistes/yann-piriou-plougastel/,paysagiste,Brest,gps_8km,1,c1c524ef-9b5f-4165-81ae-76fdea36bde7,0,{}
paysagiste,Lanier Léo,https://www.google.com/maps/place/Lanier+L%C3%A9o/data=!4m7!3m6!1s0x4810ef31c19f34ed:0x8260c1f01292ccf8!8m2!3d47.80829!4d-3.6424885!16s%2Fg%2F11rsfyxy5h!19sChIJ7TSfwTHvEEgR-MySEvDBYII?authuser=0&hl=fr&rclk=1,5.0,23,Paysagiste,35 Rte de Kerfany,,0607518275,http://leolanier.fr/,paysagiste,Lorient,gps_21km,2,573baa17-5ed4-46a4-8069-2c95dc95d2da,0,{}
paysagiste,Tardivel Paysage,https://www.google.com/maps/place/Tardivel+Paysage/data=!4m7!3m6!1s0x480e119536337d3f:0x10de96547a079dd6!8m2!3d48.4694478!4d-2.5157542!16s%2Fg%2F11z3z4hssm!19sChIJP30zNpURDkgR1p0HelSW3hA?authuser=0&hl=fr&rclk=1,5.0,13,Paysagiste,3 Rue Dr Calmette,,0688166008,https://tardivelpaysage.com/paysagiste-lamballe/,paysagiste,Saint-Brieuc,gps_18km,1,4c20ffc1-38ea-4525-8d4a-cf36be152ccc,0,{}
paysagiste,Art des Jardins,https://www.google.com/maps/place/Art+des+Jardins/data=!4m7!3m6!1s0x480e1ba957500001:0xc8ff0f7861c99a8c!8m2!3d48.4837959!4d-2.6538234!16s%2Fg%2F11s0x7n155!19sChIJAQBQV6kbDkgRjJrJYXgP_8g?authuser=0&hl=fr&rclk=1,4.8,23,Paysagiste,·,,0296639490,http://artdesjardins.bzh/,paysagiste,Saint-Brieuc,gps_8km,1,34203e89-ffc9-413f-9912-c2b7188cb3c0,0,{}
paysagiste,kernin paysage,https://www.google.com/maps/place/kernin+paysage/data=!4m7!3m6!1s0x4810fbc5130daca1:0xe55475369263bad5!8m2!3d47.9063903!4d-3.524676!16s%2Fg%2F11qp56cdl7!19sChIJoawNE8X7EEgR1bpjkjZ1VOU?authuser=0&hl=fr&rclk=1,5.0,3,Jardinier,Rue Keranguen,,0764734120,,paysagiste,Lorient,gps_21km,2,6e47ac55-c52e-40cb-b095-75ba0eb3f6e5,0,{}
paysagiste,Concept Patio – Paysagiste à Plédran,https://www.google.com/maps/place/Concept+Patio+%E2%80%93+Paysagiste+%C3%A0+Pl%C3%A9dran/data=!4m7!3m6!1s0x480e1f1264fbf59b:0xec9fc86717568d18!8m2!3d48.4667078!4d-2.7874682!16s%2Fg%2F11y3qbs60q!19sChIJm_X7ZBIfDkgRGI1WF2fIn-w?authuser=0&hl=fr&rclk=1,5.0,30,Paysagiste,·,,0643764163,https://www.facebook.com/profile.php?id=61557919020700,paysagiste,Saint-Brieuc,gps_5km,1,291d068d-40f0-4f43-9c1a-f8f0094bce8d,0,{}
paysagiste,Falize-Blondel,https://www.google.com/maps/place/Falize-Blondel/data=!4m7!3m6!1s0x47e784fc13a06ce9:0x59aa0e06fbacbdac!8m2!3d49.898056!4d2.3563!16s%2Fg%2F11c1q4r6rx!19sChIJ6WygE_yE50cRrL2s-wYOqlk?authuser=0&hl=fr&rclk=1,4.5,66,Paysagiste,·,,0322476414,http://falizeblondel.fr/,paysagiste,Amiens,gps_4km,2,5841133e-4800-4a11-ac97-513f0c5e1389,0,{}
paysagiste,CRÉA PAYSAGE,https://www.google.com/maps/place/CR%C3%89A+PAYSAGE/data=!4m7!3m6!1s0x47dd7c595fd26b7b:0x1101822d10afe865!8m2!3d50.0508273!4d2.3227983!16s%2Fg%2F11wnjjf497!19sChIJe2vSX1l83UcRZeivEC2CARE?authuser=0&hl=fr&rclk=1,4.6,22,Paysagiste,3 Rue de la Vallée,,0623000787,http://crea-paysage80.fr/,paysagiste,Amiens,gps_17km,2,ad7bd4b1-967c-4730-8495-3d1511eebaff,1,{}
paysagiste,LD Paysages,https://www.google.com/maps/place/LD+Paysages/data=!4m7!3m6!1s0x47e78f84d24f4d65:0x9ea8009d70588c85!8m2!3d49.9697584!4d2.2914934!16s%2Fg%2F11cly512bx!19sChIJZU1P0oSP50cRhYxYcJ0AqJ4?authuser=0&hl=fr&rclk=1,5.0,5,Paysagiste,,,0610982193,http://www.ldpaysages.fr/,paysagiste,Amiens,gps_8km,2,df9e99e2-0ded-477c-a5ba-a109eb449f1a,1,{}
paysagiste,Gignon Thierry,https://www.google.com/maps/place/Gignon+Thierry/data=!4m7!3m6!1s0x47dd62c89988ddc1:0xe88af8e94bad9b97!8m2!3d50.018285!4d2.3838087!16s%2Fg%2F1tczv6kl!19sChIJwd2Imchi3UcRl5utS-n4iug?authuser=0&hl=fr&rclk=1,4.9,14,Paysagiste,17 Rue Richard Vilbert,,0322933186,https://www.gignon-paysagiste.fr/,paysagiste,Amiens,gps_15km,2,17b20a2f-c11f-40bc-8625-d35f6101d8a1,0,{}
paysagiste,Agir Paysage,https://www.google.com/maps/place/Agir+Paysage/data=!4m7!3m6!1s0x47dd61c2122eaaab:0xd25b9d3b18d1c6b3!8m2!3d50.0065475!4d2.4895081!16s%2Fg%2F11khzp4v6v!19sChIJq6ouEsJh3UcRs8bRGDudW9I?authuser=0&hl=fr&rclk=1,5.0,3,Paysagiste,4 Rue du Bois,,0662413365,https://agir-paysage.fr/,paysagiste,Amiens,gps_18km,2,96c4405c-4ce1-41c4-85f6-1ff8a74c11df,1,{}
paysagiste,Gd Paysage,https://www.google.com/maps/place/Gd+Paysage/data=!4m7!3m6!1s0xabb0f449c74d843d:0x37d521c0317c2f51!8m2!3d49.8987104!4d2.2846814!16s%2Fg%2F11y41s9w2v!19sChIJPYRNx0n0sKsRUS98McAh1Tc?authuser=0&hl=fr&rclk=1,5.0,6,Paysagiste,·,,0627437806,https://gd-paysage.fr/,paysagiste,Amiens,gps_0km,2,e68bc875-c6b6-4d77-8f8c-2df4bd29b1f7,2,{}
paysagiste,Leger Daniel,https://www.google.com/maps/place/Leger+Daniel/data=!4m7!3m6!1s0x47fece2bac59081d:0x6c81ef1269af88d2!8m2!3d45.8157365!4d1.2493557!16s%2Fg%2F1tdwpg9g!19sChIJHQhZrCvO_kcR0oivaRLvgWw?authuser=0&hl=fr&rclk=1,5.0,7,Paysagiste,252 Av. Baudin,,0608466491,https://www.paysagiste-legerdaniel.com/,paysagiste,Limoges,gps_2km,0,5f03231f-4be6-47c5-a5b7-f9d0efa5b744,0,{}
paysagiste,POUCE VERT AMENAGEMENT,https://www.google.com/maps/place/POUCE+VERT+AMENAGEMENT/data=!4m7!3m6!1s0x47e0d9879b976eb3:0x5b5d12de4052f56f!8m2!3d49.4301083!4d1.156658!16s%2Fg%2F11xvctt8sl!19sChIJs26Xm4fZ4EcRb_VSQN4SXVs?authuser=0&hl=fr&rclk=1,5.0,20,Paysagiste,598 bis Rue du Vert Buisson,,0278816892,,paysagiste,Rouen,gps_4km,2,44a62690-9078-444d-b407-58881e5aa436,0,{}
paysagiste,Espaces Verts CELLE Jardiner Lunéville Paysagiste Taille de haie pose de clôture de qualité,https://www.google.com/maps/place/Espaces+Verts+CELLE+Jardiner+Lun%C3%A9ville+Paysagiste+Taille+de+haie+pose+de+cl%C3%B4ture+de+qualit%C3%A9/data=!4m7!3m6!1s0x614eb078d3384c0d:0xabd1bb7312935376!8m2!3d48.591902!4d6.491767!16s%2Fg%2F11ycys_ngl!19sChIJDUw403iwTmERdlOTEnO70as?authuser=0&hl=fr&rclk=1,4.9,9,Service d'élagage,2 Place Saint-Rémy,,0656864500,https://www.google.com/aclk?sa=L&ai=DChsSEwi_5s3b1L2UAxUUnmgJHfehNsYYACICCAEQARoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XDMNZmMInhxRqvAKnRheZBSlmTZHnNPC2SjZB6hucLhSxEy-nac52RoC-NYQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_3aJ-HGM812IfRC79czVLJK9Lye0Q&adurl&q&ctype=99&nis=6,cloture,Nancy,gps_25km,1,eeb307ad-fd3d-480a-a883-8878269125d6,0,{}
paysagiste,Innovation Nature et Paysage,https://www.google.com/maps/place/Innovation+Nature+et+Paysage/data=!4m7!3m6!1s0x228597ba1b14102f:0xbb1828b2a8fcfd5f!8m2!3d48.6768287!4d6.1740479!16s%2Fg%2F11p18kjz8r!19sChIJLxAUG7qXhSIRX_38qLIoGLs?authuser=0&hl=fr&rclk=1,4.9,35,Paysagiste,25 Rue du Colonel Grandval,,0636022862,https://www.innovation-nature-paysage.fr/,paysagiste,Nancy,gps_2km,2,e6c10ba9-a3cf-4334-ab31-37e3357c486e,0,{}
paysagiste,Tissoires Paysages,https://www.google.com/maps/place/Tissoires+Paysages/data=!4m7!3m6!1s0x47c3287a8bfe00c1:0x1a491d66df26ae21!8m2!3d50.667855!4d3.1903884!16s%2Fg%2F11c2nqlq6x!19sChIJwQD-i3oow0cRIa4m32YdSRo?authuser=0&hl=fr&rclk=1,4.8,88,Paysagiste,66 Rue Louis Loucheur,,0320149669,http://www.tissoirespaysages.com/,paysagiste,Roubaix,gps_2km,2,f9ce3337-285f-44c9-893e-bd0de0793919,0,{}
paysagiste,Metropole Jardin Marc,https://www.google.com/maps/place/Metropole+Jardin+Marc/data=!4m7!3m6!1s0x47c32b1a5d2d4b11:0x7247546960a6125d!8m2!3d50.6888053!4d3.038426!16s%2Fg%2F1tdqywsy!19sChIJEUstXRorw0cRXRKmYGlUR3I?authuser=0&hl=fr&rclk=1,4.6,20,Paysagiste,990 Rue de l'Agrippin,,0614184872,https://www.metropole-jardins.fr/,paysagiste,Marcq-en-Barœul,gps_4km,1,0f43eab9-3d5a-4437-ba67-0787a90782f4,0,{}
paysagiste,Daniel Moquet signe vos allées - Ent. Malingrey,https://www.google.com/maps/place/Daniel+Moquet+signe+vos+all%C3%A9es+-+Ent.+Malingrey/data=!4m7!3m6!1s0x47c32c6995991f2f:0x982655f6c28951c!8m2!3d50.7493491!4d3.0818333!16s%2Fg%2F119t72mbc!19sChIJLx-ZlWksw0cRHJUobF9lggk?authuser=0&hl=fr&rclk=1,4.9,74,Paysagiste,·,,0320239055,https://www.daniel-moquet.com/,paysagiste,Tourcoing,gps_6km,2,144bfcb0-097f-4bd2-b2b3-a9d586dabe28,0,{}
paysagiste,Allex-Home Paysagiste pour vos Espaces Verts,https://www.google.com/maps/place/Allex-Home+Paysagiste+pour+vos+Espaces+Verts/data=!4m7!3m6!1s0x47c32b1ffcee285d:0xf4261d22d27b61b0!8m2!3d50.6621082!4d2.7844563!16s%2Fg%2F11hzmst2gn!19sChIJXSju_B8rw0cRsGF70iIdJvQ?authuser=0&hl=fr&rclk=1,4.9,30,Paysagiste,2290 Rue de la Lys,,0647796094,https://allex-home-paysagiste.fr/contact-allex-home-paysagiste-20mn-de-lille-amenagement-paysager-entreprise-sailly-sur-la-lys/,paysagiste,Lille,gps_19km,2,7e3b2456-61db-4309-96c5-6a4e9c4051cf,0,{}
paysagiste,CAJEV Paysagistes - Lagord,https://www.google.com/maps/place/CAJEV+Paysagistes+-+Lagord/data=!4m7!3m6!1s0x4801530033cdcd37:0x43f6312b392d9489!8m2!3d46.1881!4d-1.147974!16s%2Fg%2F11xmz9qs88!19sChIJN83NMwBTAUgRiZQtOSsx9kM?authuser=0&hl=fr&rclk=1,5.0,6,Paysagiste,16 Rue des Greffières,,0251241919,https://www.google.com/aclk?sa=L&ai=DChsSEwjliYiV1r2UAxUs8XkEHZyCC9MYACICCAEQABoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XB4AgIzRpqXzBoh7JLn4PA5zuMJfXQPjc82x-_zcd-C5Nhu1grVwSxoCtiQQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_3OyiiUjtU2z_Jb9JBaEv-mq9Mb8w&adurl&q&ctype=99&nis=6,paysagiste,La Rochelle,gps_3km,0,4ef04068-a147-4d1e-9027-992d794ed26f,0,{}
paysagiste,Jardi Zen,https://www.google.com/maps/place/Jardi+Zen/data=!4m7!3m6!1s0x480c976d570e74eb:0xb983f14c87b807d6!8m2!3d49.6531642!4d-1.7070583!16s%2Fg%2F11cs3zlx74!19sChIJ63QOV22XDEgR1ge4h0zxg7k?authuser=0&hl=fr&rclk=1,4.7,46,Paysagiste,·,,0670790575,http://www.paysagiste-cherbourg.fr/,paysagiste,Cherbourg-en-Cotentin,gps_6km,2,688972a1-18a0-4648-b961-8cb5f1a20c50,0,{}
