niche_source,company_name,google_maps_url,google_rating,google_review_count,category_google,address,city,phone,website,niche_strict,confidence_score
paysagiste,École Nationale Supérieure d'Architecture et de Paysage de Lille - Université de Lille,https://www.google.com/maps/place/%C3%89cole+Nationale+Sup%C3%A9rieure+d%27Architecture+et+de+Paysage+de+Lille+-+Universit%C3%A9+de+Lille/data=!4m7!3m6!1s0x47c2d63ec29d998f:0x16a8ba6022149507!8m2!3d50.6202006!4d3.1276468!16s%2Fg%2F121lysr0!19sChIJj5mdwj7WwkcRB5UUImC6qBY?authuser=0&hl=fr&rclk=1,3.7,31,École d'architecture,·,,0320619550,http://www.lille.archi.fr/,paysagiste,3
paysagiste,Tavernier Espaces Et Jardins,https://www.google.com/maps/place/Tavernier+Espaces+Et+Jardins/data=!4m7!3m6!1s0x47c3285e45616a4b:0x3e7597b6867e1616!8m2!3d50.6763123!4d3.1762565!16s%2Fg%2F1thcrhfm!19sChIJS2phRV4ow0cRFhZ-hraXdT4?authuser=0&hl=fr&rclk=1,3.8,10,Paysagiste,2 Cr Poissonnier,,0646811773,http://ctpaysage.fr/,paysagiste,4
paysagiste,B.FELIX Paysagiste By 1001 Feuilles,https://www.google.com/maps/place/B.FELIX+Paysagiste+By+1001+Feuilles/data=!4m7!3m6!1s0x47c2d0c75dff35c5:0x3a92fc67cba13aa!8m2!3d50.5569355!4d3.1277289!16s%2Fg%2F1v7tkj96!19sChIJxTX_XcfQwkcRqhO6fMYvqQM?authuser=0&hl=fr&rclk=1,3.8,5,Paysagiste,40B Rue Gambetta,,0320792827,https://www.google.com/aclk?sa=L&ai=DChsSEwipjZ-ly72UAxXTnmgJHR5hBG8YACICCAEQABoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XK-LalQQrudd-ggRnz1gcv4xV93iSMvljoGUPDBBImLDwZTmvSKq4xoCLM8QAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_0_Y78cEZ2ccnGYaOzHNX2eot4sgQ&adurl&q&ctype=99&nis=6,paysagiste,6
paysagiste,Alchimie Fleurs et Objets,https://www.google.com/maps/place/Alchimie+Fleurs+et+Objets/data=!4m7!3m6!1s0x47c2d587d7e6515f:0x251f9d6b6b69f5b2!8m2!3d50.6421638!4d3.0568662!16s%2Fg%2F1vlqpc41!19sChIJX1Hm14fVwkcRsvVpa2udHyU?authuser=0&hl=fr&rclk=1,4.8,95,Paysagiste,38 Rue Négrier,,0320743606,https://www.google.com/aclk?sa=L&ai=DChsSEwiUyLH8y72UAxUFSkECHUxIJhAYACICCAEQBhoCd3M&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XMcGyHBAnDhYJmj6SI2U4xSvZJSxunBThuyguqZYvqMBoKrQHUnJSRoCEK4QAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_0o5Ph71GLsSOOoZ7y1wr8RJYz7kQ&adurl&q&ctype=99&nis=6,paysagiste,6
paysagiste,Jardicoop Services,https://www.google.com/maps/place/Jardicoop+Services/data=!4m7!3m6!1s0x47c32edc692498c5:0xdcc962bfa43277bb!8m2!3d50.7369214!4d3.1506779!16s%2Fg%2F11b6d2xb5m!19sChIJxZgkadwuw0cRu3cypL9iydw?authuser=0&hl=fr&rclk=1,3.7,23,Paysagiste,278 Chau. Fernand Forest,,0328091570,https://www.jardicoop.fr/,paysagiste,6
paysagiste,DIENTRE,https://www.google.com/maps/place/DIENTRE/data=!4m7!3m6!1s0x47c2d5994cf91593:0x4aeade1655086962!8m2!3d50.6382161!4d3.0874586!16s%2Fg%2F1td_gdgt!19sChIJkxX5TJnVwkcRYmkIVRbe6ko?authuser=0&hl=fr&rclk=1,,,Paysagiste,34 Rue de la Cité,,0981981051,http://www.dientre.com/,paysagiste,6
paysagiste,Créateurs d'intérieur Lille,https://www.google.com/maps/place/Cr%C3%A9ateurs+d%27int%C3%A9rieur+Lille/data=!4m7!3m6!1s0x47c2d6281d9cdfc7:0x3312049674909214!8m2!3d50.6372104!4d3.1367313!16s%2Fg%2F11cn8rk0fz!19sChIJx9-cHSjWwkcRFJKQdJYEEjM?authuser=0&hl=fr&rclk=1,,,Cabinet d'architecte d'intérieur,269 All. Chardin,,,https://www.architectes-interieur-lille.fr/,bardage,3
paysagiste,Manier Jérôme paysagiste,https://www.google.com/maps/place/Manier+J%C3%A9r%C3%B4me+paysagiste/data=!4m7!3m6!1s0x47c2d7768343f1f7:0x33e64e27f10aa75f!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11lcmydf6m!19sChIJ9_FDg3bXwkcRX6cK8SdO5jM?authuser=0&hl=fr&rclk=1,4.6,18,Paysagiste,·,,0659683533,,paysagiste,6
paysagiste,Luk Paysage,https://www.google.com/maps/place/Luk+Paysage/data=!4m7!3m6!1s0xf7262309ffb2a63:0x72bba91ce241e1e7!8m2!3d50.697748!4d3.0905982!16s%2Fg%2F11tk2gdhz0!19sChIJYyr7nzBicg8R5-FB4hypu3I?authuser=0&hl=fr&rclk=1,4.8,12,Paysagiste,·,,0699874680,https://lukpaysage.fr/,paysagiste,6
paysagiste,Frédéric Delesalle - Jardin du Lansau,https://www.google.com/maps/place/Fr%C3%A9d%C3%A9ric+Delesalle+-+Jardin+du+Lansau/data=!4m7!3m6!1s0x47c2c3c67cef871f:0x60c63882fd32378d!8m2!3d50.4139627!4d3.3045851!16s%2Fg%2F11x0kvmblr!19sChIJH4fvfMbDwkcRjTcy_YI4xmA?authuser=0&hl=fr&rclk=1,5.0,1,Architecte paysagiste,Chem. du Lansau,,0615737928,https://fredericdelesalle.com/,paysagiste,7
paysagiste,Jardinier-Lgrt,https://www.google.com/maps/place/Jardinier-Lgrt/data=!4m7!3m6!1s0x47c2d539aac0e223:0x151ead80a2548a59!8m2!3d50.6158073!4d3.0331313!16s%2Fg%2F11w3kjf56f!19sChIJI-LAqjnVwkcRWYpUooCtHhU?authuser=0&hl=fr&rclk=1,,,1 Rue de Stockholm,,,,,paysagiste,4
paysagiste,Paul Élagage,https://www.google.com/maps/place/Paul+%C3%89lagage/data=!4m7!3m6!1s0x47c2d5d99da1b3e9:0x2e3732a2b11d7c01!8m2!3d50.607662!4d3.059533!16s%2Fg%2F11lzwx7g92!19sChIJ6bOhndnVwkcRAXwdsaIyNy4?authuser=0&hl=fr&rclk=1,,,Paysagiste,123 Rue d'Arras,,0359282056,https://www.elagueur-paysagiste-59.fr/,paysagiste,9
paysagiste,Groupe MAES Architectes Urbanistes,https://www.google.com/maps/place/Groupe+MAES+Architectes+Urbanistes/data=!4m7!3m6!1s0x47c2d5722429357b:0x9c71ec1c3cf1ff1!8m2!3d50.6237769!4d3.0393557!16s%2Fg%2F1tdy3mrb!19sChIJezUpJHLVwkcR8R_Pw8Eexwk?authuser=0&hl=fr&rclk=1,4.3,7,Architecte,2 Pl. Genevières,,0320091100,http://www.maes-groupe.com/,bardage,3
paysagiste,Les Jardins de la Rianderie,https://www.google.com/maps/place/Les+Jardins+de+la+Rianderie/data=!4m7!3m6!1s0x47c327e28206e311:0x16ff0e1fc1c66fac!8m2!3d50.6483046!4d3.1977869!16s%2Fg%2F1tdg2cgv!19sChIJEeMGguInw0cRrG_GwR8O_xY?authuser=0&hl=fr&rclk=1,,,Paysagiste,Rue du Calvaire,,0603323344,http://www.lesjardinsdelarianderie.fr/,paysagiste,7
paysagiste,TT PAYSAGE,https://www.google.com/maps/place/TT+PAYSAGE/data=!4m7!3m6!1s0x6aa03990acc308a9:0x548f87d05ef1b59d!8m2!3d30.6959409!4d-49.8171262!16s%2Fg%2F11ybf9dgjp!19sChIJqQjDrJA5oGoRnbXxXtCHj1Q?authuser=0&hl=fr&rclk=1,5.0,2,Paysagiste,·,,0788902290,,paysagiste,6
paysagiste,Forouest Elagage,https://www.google.com/maps/place/Forouest+Elagage/data=!4m7!3m6!1s0x480edf40d0da96bb:0xfd3a45edd6d7cb98!8m2!3d48.07036!4d-1.625954!16s%2Fg%2F11fntc_hlp!19sChIJu5ba0EDfDkgRmMvX1u1FOv0?authuser=0&hl=fr&rclk=1,4.7,67,Service d'élagage,1 BIS Chemin des Ponts Poiriers,,0789960642,https://www.google.com/aclk?sa=L&ai=DChsSEwjZpKuqzL2UAxUyhv0FHexfOKEYACICCAEQABoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XHYIBZA5eiHYCwauO_NCj9HMYPi3D_Pow35XxLsX1mCLLkhjDouUvBoCou8QAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1W62W4qfGhlz9gMyeBXNYo24jwMA&adurl&q&ctype=99&nis=6,paysagiste,3
paysagiste,FRED TOMA,https://www.google.com/maps/place/FRED+TOMA/data=!4m7!3m6!1s0x480ee1abf3bd05cd:0x8fc0ffb2e548184!8m2!3d48.103915!4d-1.728145!16s%2Fg%2F11r627yc40!19sChIJzQW986vhDkgRhIFULvsP_Ag?authuser=0&hl=fr&rclk=1,4.7,38,Paysagiste,·,,0299673707,https://www.fredtoma-rennes.com/,paysagiste,6
paysagiste,Coup de pouce paysage,https://www.google.com/maps/place/Coup+de+pouce+paysage/data=!4m7!3m6!1s0x480ede54d39e3377:0xe6afebefe4f70e79!8m2!3d48.107561!4d-1.6558777!16s%2Fg%2F1tgcr85r!19sChIJdzOe01TeDkgReQ735O_rr-Y?authuser=0&hl=fr&rclk=1,4.9,41,Paysagiste,10 Sq. Dr Guérin,,0675873466,https://coupdepouce-paysage.com/,paysagiste,6
paysagiste,Betula Paysage,https://www.google.com/maps/place/Betula+Paysage/data=!4m7!3m6!1s0x480efca5ec595fb9:0x433b26927f514116!8m2!3d48.1622435!4d-1.8610639!16s%2Fg%2F124yljwgz!19sChIJuV9Z7KX8DkgRFkFRf5ImO0M?authuser=0&hl=fr&rclk=1,4.8,132,Paysagiste,·,,0299688401,http://www.betulapaysage.fr/?utm_source=gmb,paysagiste,6
paysagiste,Aosia Paysage,https://www.google.com/maps/place/Aosia+Paysage/data=!4m7!3m6!1s0x480f27a18eb687bd:0xd0fbbf5d0fc95234!8m2!3d48.0618662!4d-1.6052428!16s%2Fg%2F11h3jhxj0c!19sChIJvYe2jqEnD0gRNFLJD12_-9A?authuser=0&hl=fr&rclk=1,4.9,104,Paysagiste,·,,0299656323,http://www.aosia-paysagiste.fr/?utm_source=gmb,paysagiste,6
paysagiste,Breault Élagage–Abattage Taille Élagueur 35,https://www.google.com/maps/place/Breault+%C3%89lagage%E2%80%93Abattage+Taille+%C3%89lagueur+35/data=!4m7!3m6!1s0x480edfb207a606d1:0xc51664811f137a14!8m2!3d48.1766923!4d-1.6523034!16s%2Fg%2F11jn63_t_0!19sChIJ0QamB7LfDkgRFHoTH4FkFsU?authuser=0&hl=fr&rclk=1,4.8,99,Paysagiste,·,,0672279831,https://www.entreprisebreault.com/,paysagiste,15
paysagiste,Creogarden,https://www.google.com/maps/place/Creogarden/data=!4m7!3m6!1s0x480edd1f5fdab43d:0x1a761743aa386661!8m2!3d48.1609647!4d-1.688082!16s%2Fg%2F11kk5y520p!19sChIJPbTaXx_dDkgRYWY4qkMXdho?authuser=0&hl=fr&rclk=1,4.9,40,Architecte paysagiste,·,,0956674855,http://www.creogarden.fr/,paysagiste,6
paysagiste,Bruno entretien taille de haie entretien de jardin,https://www.google.com/maps/place/Bruno+entretien+taille+de+haie+entretien+de+jardin/data=!4m7!3m6!1s0x46604f5d1bd98485:0x6e8aceae96ea6173!8m2!3d48.1030348!4d-1.6776297!16s%2Fg%2F11kj208qtq!19sChIJhYTZG11PYEYRc2Hqlq7Oim4?authuser=0&hl=fr&rclk=1,5.0,63,Jardinier,28 Bd du Colombier,,0627036745,http://bruno-entretien.e-monsite.com/,paysagiste,4
paysagiste,Concept garden,https://www.google.com/maps/place/Concept+garden/data=!4m7!3m6!1s0x480f2087846d3971:0xf8a15229c6929bf9!8m2!3d48.0594592!4d-1.6505406!16s%2Fg%2F11fmdmms9h!19sChIJcTlthIcgD0gR-ZuSxilSofg?authuser=0&hl=fr&rclk=1,4.9,14,Paysagiste,·,,0618007318,https://www.conceptgarden.fr/,paysagiste,6
paysagiste,L'univers Des Jardins,https://www.google.com/maps/place/L%27univers+Des+Jardins/data=!4m7!3m6!1s0x480edbde790d3ead:0xd4d517f7889a30c3!8m2!3d48.1504257!4d-1.5886491!16s%2Fg%2F1tdg75rd!19sChIJrT4Ned7bDkgRwzCaiPcX1dQ?authuser=0&hl=fr&rclk=1,3.7,62,Paysagiste,·,,0299683631,https://www.luniversdesjardins.com/,paysagiste,7
paysagiste,Adena Paysage et Services,https://www.google.com/maps/place/Adena+Paysage+et+Services/data=!4m7!3m6!1s0x480ee02facc7f6df:0xea92823c102a21cd!8m2!3d48.0746262!4d-1.7154538!16s%2Fg%2F1hc33f5zv!19sChIJ3_bHrC_gDkgRzSEqEDyCkuo?authuser=0&hl=fr&rclk=1,4.0,19,Jardinier,1 bis Rue Jacqueline Auriol,,0299671515,http://www.adena-paysages.fr/,paysagiste,7
paysagiste,Jardin Vivant - Paysagiste,https://www.google.com/maps/place/Jardin+Vivant+-+Paysagiste/data=!4m7!3m6!1s0x480ec523ce914b1d:0xba5975e6cfc5ff4b!8m2!3d48.2934943!4d-1.5903305!16s%2Fg%2F11b76h08sy!19sChIJHUuRziPFDkgRS__Fz-Z1Wbo?authuser=0&hl=fr&rclk=1,4.7,37,Paysagiste,Rue d'Aubigné,,0683163165,http://www.jardin-vivant.fr/,paysagiste,7
paysagiste,Green Vallée,https://www.google.com/maps/place/Green+Vall%C3%A9e/data=!4m7!3m6!1s0x480ee713bd244687:0x2c5b40eede3d6685!8m2!3d48.1459901!4d-1.7663137!16s%2Fg%2F11fwhy8s9d!19sChIJh0YkvRPnDkgRhWY93u5AWyw?authuser=0&hl=fr&rclk=1,4.8,34,Paysagiste,1 Rue Jean Marie Tullou,,0299139405,http://green-vallee.fr/,paysagiste,6
paysagiste,Régis,https://www.google.com/maps/place/R%C3%A9gis/data=!4m7!3m6!1s0x480edfc89b3a9381:0x3c6e5c9631fe7a33!8m2!3d48.1066742!4d-1.6885399!16s%2Fg%2F11h24rnsbz!19sChIJgZM6m8jfDkgRM3r-MZZcbjw?authuser=0&hl=fr&rclk=1,4.2,9,Jardinier,9 Rue de la Fonderie,,0609361681,http://www.regislejardinier.com/,paysagiste,4
paysagiste,Basile Paysage,https://www.google.com/maps/place/Basile+Paysage/data=!4m7!3m6!1s0x480ede4abde15555:0x10e9963193cabf85!8m2!3d48.0964384!4d-1.652264!16s%2Fg%2F11d_x3d0t9!19sChIJVVXhvUreDkgRhb_KkzGW6RA?authuser=0&hl=fr&rclk=1,3.7,3,Jardinier,101 Rue de Vern,,0672850027,https://www.basilepaysage.fr/,paysagiste,7
paysagiste,Les Jardins d'Olivier,https://www.google.com/maps/place/Les+Jardins+d%27Olivier/data=!4m7!3m6!1s0x480edf35c47f33bb:0xed318f56d5aae084!8m2!3d48.12091!4d-1.662181!16s%2Fg%2F11ys45vcfz!19sChIJuzN_xDXfDkgRhOCq1VaPMe0?authuser=0&hl=fr&rclk=1,5.0,2,Paysagiste,109 Bd de Metz,,0764476058,https://www.paysagistelesjardinsdolivier.fr/,paysagiste,7
paysagiste,Benoit Tanguy,https://www.google.com/maps/place/Benoit+Tanguy/data=!4m7!3m6!1s0x480ede4dff6e9951:0x53a16c732352ac60!8m2!3d48.1128245!4d-1.6641234!16s%2Fg%2F1tdyklyv!19sChIJUZlu_03eDkgRYKxSI3NsoVM?authuser=0&hl=fr&rclk=1,5.0,4,Paysagiste,65 Rue de Paris,,0682394779,https://benoittanguy.fr/?utm_source=gmb,paysagiste,6
paysagiste,Dielh elagage & taille de haie,https://www.google.com/maps/place/Dielh+elagage+%26+taille+de+haie/data=!4m7!3m6!1s0x480edf03f3f1b42f:0xa4a8205fc67dbc07!8m2!3d48.0851389!4d-1.6738304!16s%2Fg%2F11vztz68d4!19sChIJL7Tx8wPfDkgRB7x9xl8gqKQ?authuser=0&hl=fr&rclk=1,5.0,46,Paysagiste,10 All. des Asturies,,0661529057,https://sites.google.com/view/dielh-elagage-taille-de-haie/accueil,paysagiste,9
paysagiste,Terre d'avenir,https://www.google.com/maps/place/Terre+d%27avenir/data=!4m7!3m6!1s0xbefeebec966c56b:0x93bce268f5fc2240!8m2!3d48.1087939!4d-1.6471272!16s%2Fg%2F11mkn085kl!19sChIJa8Vmyb7u7wsRQCL89WjivJM?authuser=0&hl=fr&rclk=1,5.0,7,Paysagiste,15 Rue Alexandra David-Néel,,0278086270,https://sites.google.com/view/terredavenirpaysagiste/accueil,paysagiste,6
paysagiste,Ambiance Botanique,https://www.google.com/maps/place/Ambiance+Botanique/data=!4m7!3m6!1s0x480f1c2db0bd6863:0xe71bd80224103f41!8m2!3d48.0246863!4d-1.7846851!16s%2Fg%2F1wk6z4sz!19sChIJY2i9sC0cD0gRQT8QJALYG-c?authuser=0&hl=fr&rclk=1,4.8,32,Paysagiste,La Corbière,,0299928007,http://www.ambiance-botanique.com/?utm_source=gmb,paysagiste,6
paysagiste,Zen Concept Paysages,https://www.google.com/maps/place/Zen+Concept+Paysages/data=!4m7!3m6!1s0x480ee1b0b7f8f6ad:0x398f158c6fc87fcd!8m2!3d48.1450782!4d-1.7703962!16s%2Fg%2F11txfp_bv3!19sChIJrfb4t7DhDkgRzX_Ib4wVjzk?authuser=0&hl=fr&rclk=1,5.0,8,Paysagiste,·,,0782495331,https://zenconceptpaysages.fr/,paysagiste,6
paysagiste,Ambiance Botanique,https://www.google.com/maps/place/Ambiance+Botanique/data=!4m7!3m6!1s0x480f1c2db0bd6863:0xe71bd80224103f41!8m2!3d48.0246863!4d-1.7846851!16s%2Fg%2F1wk6z4sz!19sChIJY2i9sC0cD0gRQT8QJALYG-c?authuser=0&hl=fr&rclk=1,4.8,32,Paysagiste,La Corbière,,0299928007,http://www.ambiance-botanique.com/?utm_source=gmb,paysagiste,6
paysagiste,Zen Concept Paysages,https://www.google.com/maps/place/Zen+Concept+Paysages/data=!4m7!3m6!1s0x480ee1b0b7f8f6ad:0x398f158c6fc87fcd!8m2!3d48.1450782!4d-1.7703962!16s%2Fg%2F11txfp_bv3!19sChIJrfb4t7DhDkgRzX_Ib4wVjzk?authuser=0&hl=fr&rclk=1,5.0,8,Paysagiste,·,,0782495331,https://zenconceptpaysages.fr/,paysagiste,6
paysagiste,Forouest Elagage,https://www.google.com/maps/place/Forouest+Elagage/data=!4m7!3m6!1s0x480edf40d0da96bb:0xfd3a45edd6d7cb98!8m2!3d48.07036!4d-1.625954!16s%2Fg%2F11fntc_hlp!19sChIJu5ba0EDfDkgRmMvX1u1FOv0?authuser=0&hl=fr&rclk=1,4.7,67,Service d'élagage,1 BIS Chemin des Ponts Poiriers,,0789960642,https://www.google.com/aclk?sa=L&ai=DChsSEwimrM6yzL2UAxV1cEECHYz5LesYACICCAEQABoCd3M&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XBBVpSi9D5Q-PzEjkEXGpEGoTO_GE1SpEhUhKw1LPhBWPyZuVgRuyhoCSnQQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1EaaS7Rib6UqSFbqUmqtk9Sx5q8g&adurl&q&ctype=99&nis=6,paysagiste,3
paysagiste,Désiles Paysage & Piscine,https://www.google.com/maps/place/D%C3%A9siles+Paysage+%26+Piscine/data=!4m7!3m6!1s0x480ee79ff5eda7df:0xb412f2c3499c3bb5!8m2!3d47.9904392!4d-1.5170503!16s%2Fg%2F11yl6j4fd!19sChIJ36ft9Z_nDkgRtTucScPyErQ?authuser=0&hl=fr&rclk=1,4.4,133,Paysagiste,·,,0299444686,http://www.desiles-paysage.fr/?utm_source=gmb,paysagiste,3
paysagiste,Paysage Services,https://www.google.com/maps/place/Paysage+Services/data=!4m7!3m6!1s0x480ed8abe7c5791f:0x5abb1248748721e5!8m2!3d48.072847!4d-1.600641!16s%2Fg%2F1hc3j6rlx!19sChIJH3nF56vYDkgR5SGHdEgSu1o?authuser=0&hl=fr&rclk=1,4.4,11,Paysagiste,·,,0299416965,http://www.paysage-services.fr/#utm_source=google&utm_medium=mybusiness&utm_campaign=fiche-web,paysagiste,6
paysagiste,Chaudet paysage,https://www.google.com/maps/place/Chaudet+paysage/data=!4m7!3m6!1s0x480f1fb379e67b27:0xfdb0cc642bdddcbb!8m2!3d48.0415794!4d-1.7311483!16s%2Fg%2F12hk69gng!19sChIJJ3vmebMfD0gRu9zdK2TMsP0?authuser=0&hl=fr&rclk=1,3.2,14,Paysagiste,·,,0299410830,https://chaudet-paysage-rennes.com/,paysagiste,6
paysagiste,Serrand Paysagiste,https://www.google.com/maps/place/Serrand+Paysagiste/data=!4m7!3m6!1s0x480ee71e072db459:0xd5aea1fc02e96850!8m2!3d48.1507196!4d-1.7205618!16s%2Fg%2F11jw55tf2w!19sChIJWbQtBx7nDkgRUGjpAvyhrtU?authuser=0&hl=fr&rclk=1,5.0,1,Paysagiste,·,,0299754545,http://www.serrandpaysagiste.fr/,paysagiste,6
paysagiste,LS Elag | Élagage et abattage d'arbres - Rennes,https://www.google.com/maps/place/LS+Elag+%7C+%C3%89lagage+et+abattage+d%27arbres+-+Rennes/data=!4m7!3m6!1s0x480edff709c23c1f:0x414c514b0a1c86e1!8m2!3d48.1265506!4d-1.6830597!16s%2Fg%2F11xh2c33zx!19sChIJHzzCCfffDkgR4YYcCktRTEE?authuser=0&hl=fr&rclk=1,4.9,25,Paysagiste,65 Av. Gros Malhon,,0662244771,https://ls-elag.e-monsite.com/,paysagiste,9
paysagiste,Origami,https://www.google.com/maps/place/Origami/data=!4m7!3m6!1s0x480edfc0e925bb8f:0x264fa104760e58bc!8m2!3d48.0913972!4d-1.6752119!16s%2Fg%2F11cs2gqlbq!19sChIJj7sl6cDfDkgRvFgOdgShTyY?authuser=0&hl=fr&rclk=1,4.5,4,Architecte paysagiste,10 bis Av. Henri Fréville,,0230213454,http://www.origami-urbapaysage.com/,paysagiste,6
paysagiste,O2 Jardi-Brico Rennes,https://www.google.com/maps/place/O2+Jardi-Brico+Rennes/data=!4m7!3m6!1s0x480edfbe30232b85:0xf50f6ef925c8b025!8m2!3d48.1449189!4d-1.7584188!16s%2Fg%2F11fmhqk70f!19sChIJhSsjML7fDkgRJbDIJfluD_U?authuser=0&hl=fr&rclk=1,4.5,17,Jardinier,·,,0214006890,https://www.o2.fr/o2-pace-2-boulevard-de-l-odet-35740?utm_source=google&utm_medium=organic&utm_campaign=seo-local&utm_content=website,paysagiste,4
paysagiste,Cycle & Nature,https://www.google.com/maps/place/Cycle+%26+Nature/data=!4m7!3m6!1s0x23728c166ae5e6a7:0x8ba01d34ecbdec2a!8m2!3d48.1308691!4d-1.6719296!16s%2Fg%2F11x82ttby2!19sChIJp-blahaMciMRKuy97DQdoIs?authuser=0&hl=fr&rclk=1,4.9,13,Jardinier,55 Rue Rene Louis Gallouedec,,0613319878,https://sites.google.com/view/cycleetnaturejardin/accueil,paysagiste,4
paysagiste,Ortica Entretien Elagueur Jardinier Paysagiste Saint Gregoire,https://www.google.com/maps/place/Ortica+Entretien+Elagueur+Jardinier+Paysagiste+Saint+Gregoire/data=!4m7!3m6!1s0x480eddb75c378947:0x7e69c1fb0804e45b!8m2!3d48.1518903!4d-1.6984398!16s%2Fg%2F11wts0vg66!19sChIJR4k3XLfdDkgRW-QECPvBaX4?authuser=0&hl=fr&rclk=1,5.0,20,Service d'élagage,Rue des Îles Kerguélen,,0782403692,https://ortica-entretien.e-monsite.com/,paysagiste,19
paysagiste,Les Jardins B.L,https://www.google.com/maps/place/Les+Jardins+B.L/data=!4m7!3m6!1s0x480ee18c697dad33:0x319ebf041e5036aa!8m2!3d48.0903947!4d-1.7733233!16s%2Fg%2F11b6dp_ndb!19sChIJM619aYzhDkgRqjZQHgS_njE?authuser=0&hl=fr&rclk=1,4.8,5,Jardinier,·,,0299149050,https://www.paysagistes.pro/paysagistes/jardins-bertrand-lecroc-rheu/,paysagiste,4
paysagiste,Authentik Paysages,https://www.google.com/maps/place/Authentik+Paysages/data=!4m7!3m6!1s0x22241dfee32a6b75:0x2c4e5658bfb7348f!8m2!3d48.157829!4d-1.717783!16s%2Fg%2F11lzf05hkb!19sChIJdWsq4_4dJCIRjzS3v1hWTiw?authuser=0&hl=fr&rclk=1,5.0,10,Paysagiste,·,,0684898726,http://authentikpaysages.fr/,paysagiste,6
paysagiste,"Niwaki, au service des Arbres","https://www.google.com/maps/place/Niwaki,+au+service+des+Arbres/data=!4m7!3m6!1s0xafaa99e04dcca4dd:0x691360e76dec20db!8m2!3d48.110805!4d-1.657132!16s%2Fg%2F11vds9yj64!19sChIJ3aTMTeCZqq8R2yDsbedgE2k?authuser=0&hl=fr&rclk=1",5.0,34,Service d'élagage,125 Av. Aristide Briand,,0624337995,https://www.niwaki-asa.com/,paysagiste,3
paysagiste,Topio - Paysage et Urbanisme,https://www.google.com/maps/place/Topio+-+Paysage+et+Urbanisme/data=!4m7!3m6!1s0x480edf602bc3d6e7:0xe06148ff5df72dee!8m2!3d48.1362707!4d-1.6564655!16s%2Fg%2F11ssd4ds07!19sChIJ59bDK2DfDkgR7i33Xf9IYeA?authuser=0&hl=fr&rclk=1,5.0,4,Architecte paysagiste,6 Sq. Antoine de Condorcet,,,http://www.topiostudio.com/,paysagiste,6
paysagiste,Terra Paysage,https://www.google.com/maps/place/Terra+Paysage/data=!4m7!3m6!1s0x437dd197e4571307:0xd595c124e8a51f4e!8m2!3d48.0501279!4d-1.6865268!16s%2Fg%2F11mkvc5085!19sChIJBxNX5JfRfUMRTh-l6CTBldU?authuser=0&hl=fr&rclk=1,4.8,16,Paysagiste,·,,0675414934,http://terra-paysage35.fr/,paysagiste,6
paysagiste,Eric Lequertier,https://www.google.com/maps/place/Eric+Lequertier/data=!4m7!3m6!1s0x480ee773f547d26f:0xa0301d4186be47d0!8m2!3d48.1751904!4d-1.7217184!16s%2Fg%2F11fwdn296y!19sChIJb9JH9XPnDkgR0Ee-hkEdMKA?authuser=0&hl=fr&rclk=1,4.9,9,Paysagiste,38 Rte de Saint-Malo,,0299841046,,paysagiste,6
paysagiste,DE CHAMPSAVIN ELAGAGE,https://www.google.com/maps/place/DE+CHAMPSAVIN+ELAGAGE/data=!4m7!3m6!1s0x480edf3c5ff62f45:0xe3437121fe093d8f!8m2!3d48.102319!4d-1.635396!16s%2Fg%2F11tj9lj08p!19sChIJRS_2XzzfDkgRjz0J_iFxQ-M?authuser=0&hl=fr&rclk=1,5.0,3,Service d'élagage,"Eco Pole Sud Est, 4 bis Rue du Pré du Bois",,0974982247,,paysagiste,3
paysagiste,Paysages et compagnie,https://www.google.com/maps/place/Paysages+et+compagnie/data=!4m7!3m6!1s0x82827a5fd8bbadb7:0x42a87e5d303a772a!8m2!3d48.0877776!4d-1.5887624!16s%2Fg%2F11kk17wv2b!19sChIJt6272F96goIRKnc6MF1-qEI?authuser=0&hl=fr&rclk=1,5.0,21,Paysagiste,·,,0652160513,https://paysagesetcompagnie.fr/,paysagiste,6
paysagiste,Entreprise Cannou,https://www.google.com/maps/place/Entreprise+Cannou/data=!4m7!3m6!1s0x8a75f98e94cfdf9d:0xd7efa0068c82c308!8m2!3d48.1790514!4d-1.6544687!16s%2Fg%2F11tnwl6qfb!19sChIJnd_PlI75dYoRCMOCjAag79c?authuser=0&hl=fr&rclk=1,5.0,4,Paysagiste,18 Rue Théodore Botrel,,,,paysagiste,6
