niche_source,company_name,google_maps_url,google_rating,google_review_count,category_google,address,city,phone,website,niche_strict,confidence_score,city_matched,phone_norm,competitors_count_lsa
chauffagiste,Ça Bûche! - Bois de chauffage Saint Brieuc,https://www.google.com/maps/place/%C3%87a+B%C3%BBche!+-+Bois+de+chauffage+Saint+Brieuc/data=!4m7!3m6!1s0x4811e326b1f22855:0x96d99e509ef7dc7f!8m2!3d48.4700131!4d-2.8018801!16s%2Fg%2F11gr710ls7!19sChIJVSjysSbjEUgRf9z3nlCe2ZY?authuser=0&hl=fr&rclk=1,4.9,277,Magasin de bois de chauffage,·,,0296730318,https://www.cabuche.fr/?utm_source=gmb,chauffagiste,3,Saint-Brieuc,0296730318,2
chauffagiste,ARTISANS CHALON-SUR-SAONE PAC CLIM PANNEAUX SOLAIRES PHOTOVOLTAIQUES - AXENTIS GROUPE SAS,https://www.google.com/maps/place/ARTISANS+CHALON-SUR-SAONE+PAC+CLIM+PANNEAUX+SOLAIRES+PHOTOVOLTAIQUES+-+AXENTIS+GROUPE+SAS/data=!4m7!3m6!1s0x47f2fd5238c44b25:0xfc81c32a57e6b67d!8m2!3d46.779194!4d4.8522728!16s%2Fg%2F11ydhmj27h!19sChIJJUvEOFL98kcRfbbmVyrDgfw?authuser=0&hl=fr&rclk=1,4.9,63,Chauffagiste,3 Rue Caumartin,,0782611128,http://www.artisanspaclimchalon.com/,chauffagiste,6,Chalon-sur-Saône,0782611128,2
chauffagiste,KOZÉO CHALON-SUR-SAÔNE | Confort & Énergie | Climatisation - Pompe à chaleur - Panneaux solaires,https://www.google.com/maps/place/KOZ%C3%89O+CHALON-SUR-SA%C3%94NE+%7C+Confort+%26+%C3%89nergie+%7C+Climatisation+-+Pompe+%C3%A0+chaleur+-+Panneaux+solaires/data=!4m7!3m6!1s0x47f2fd0df106f39d:0x558b1376cc45edf0!8m2!3d46.763404!4d4.8440009!16s%2Fg%2F11lty7jqsh!19sChIJnfMG8Q398kcR8O1FzHYTi1U?authuser=0&hl=fr&rclk=1,5.0,56,Fournisseur de systèmes de climatisation,·,,0385947502,https://kozeo.fr/?utm_source=gmb&utm_medium=organic,chauffagiste,6,Chalon-sur-Saône,0385947502,2
chauffagiste,TILKEO Rénovation Chalon-sur-Saône et Le Creusot - Rénovation énergétique,https://www.google.com/maps/place/TILKEO+R%C3%A9novation+Chalon-sur-Sa%C3%B4ne+et+Le+Creusot+-+R%C3%A9novation+%C3%A9nerg%C3%A9tique/data=!4m7!3m6!1s0x47f2fda8aa15bc01:0x53bc570f5b152f9a!8m2!3d46.77747!4d4.8494!16s%2Fg%2F11wvgqrk8z!19sChIJAbwVqqj98kcRmi8VWw9XvFM?authuser=0&hl=fr&rclk=1,5.0,56,Chauffagiste,14 Quai Saint-Cosme,,0615303174,,chauffagiste,3,Chalon-sur-Saône,0615303174,2
chauffagiste,Macon Solaire Clim Chauffage Chalon-Sur-Saône | Pompe à chaleur & Rénovation globale | Photovoltaïque,https://www.google.com/maps/place/Macon+Solaire+Clim+Chauffage+Chalon-Sur-Sa%C3%B4ne+%7C+Pompe+%C3%A0+chaleur+%26+R%C3%A9novation+globale+%7C+Photovolta%C3%AFque/data=!4m7!3m6!1s0x47f2ff5574478b87:0xf8c1164b069e1a3!8m2!3d46.7542161!4d4.7089891!16s%2Fg%2F11kr_cfq29!19sChIJh4tHdFX_8kcRo-FpsGQRjA8?authuser=0&hl=fr&rclk=1,5.0,9,Entrepreneur spécialisé dans les systèmes de CVC,46 Av. de Bourgogne,,0359285109,https://macon.solaireclimchauffage.fr/?utm_source=gmb&utm_medium=organic&utm_campaign=macon,chauffagiste,9,Chalon-sur-Saône,0359285109,2
chauffagiste,Sagélec - Garrigues Electricité-climatisation-vmc-chauffage-castres-mazamet,https://www.google.com/maps/place/Sag%C3%A9lec+-+Garrigues+Electricit%C3%A9-climatisation-vmc-chauffage-castres-mazamet/data=!4m7!3m6!1s0x12ae1329397c7027:0xfdb59e7f3f526ea9!8m2!3d43.5901333!4d2.2083892!16s%2Fg%2F11q_c3wkp7!19sChIJJ3B8OSkTrhIRqW5SP3-etf0?authuser=0&hl=fr&rclk=1,4.5,15,Électricien,35 Rue de l'Industrie,,0563597513,,chauffagiste,6,Castres,0563597513,2
chauffagiste,Climair - Climatisation Arles - Vente et pose de clim Arles,https://www.google.com/maps/place/Climair+-+Climatisation+Arles+-+Vente+et+pose+de+clim+Arles/data=!4m7!3m6!1s0x12b60ae6e0ba9adb:0x2d553088bfced627!8m2!3d43.6616031!4d4.7428002!16s%2Fg%2F1vx70mn9!19sChIJ25q64OYKthIRJ9bOv4gwVS0?authuser=0&hl=fr&rclk=1,5.0,66,Fournisseur de systèmes de climatisation,183 Rte de Corse,,0612453279,https://www.climair-arles.fr/,chauffagiste,3,Arles,0612453279,3
chauffagiste,SONEPAR CLIMATE SOLUTIONS ARLES : Distributeur de pompes à chaleur,https://www.google.com/maps/place/SONEPAR+CLIMATE+SOLUTIONS+ARLES+:+Distributeur+de+pompes+%C3%A0+chaleur/data=!4m7!3m6!1s0x12b5d8a58f717805:0x13a2deea02532ec2!8m2!3d43.7036474!4d4.63425!16s%2Fg%2F11j2yqmvnq!19sChIJBXhxj6XYtRIRwi5TAureohM?authuser=0&hl=fr&rclk=1,4.9,14,Fournisseur de systèmes de climatisation,36 Rue Nicolas Copernic,,0413947035,https://climate.sonepar.fr/,chauffagiste,3,Arles,0413947035,3
chauffagiste,Arles Froid Camargue,https://www.google.com/maps/place/Arles+Froid+Camargue/data=!4m7!3m6!1s0x12b67611ff5eebcb:0xae14a23cd569b0e4!8m2!3d43.7046138!4d4.6345866!16s%2Fg%2F1tdfqb6q!19sChIJy-te_xF2thIR5LBp1TyiFK4?authuser=0&hl=fr&rclk=1,5.0,9,Entrepreneur spécialisé dans les systèmes de CVC,42 Rue Nicolas Copernic,,0490967981,https://arles-froid-camargue.fr/,chauffagiste,3,Arles,0490967981,3
chauffagiste,ENC Chauffage - Dépannage Chaudière Gaz et Pompe a Chaleur à Grasse,https://www.google.com/maps/place/ENC+Chauffage+-+D%C3%A9pannage+Chaudi%C3%A8re+Gaz+et+Pompe+a+Chaleur+%C3%A0+Grasse/data=!4m7!3m6!1s0x12cc29aa887cf249:0x3bd2b791c828a4a5!8m2!3d43.646016!4d6.929445!16s%2Fg%2F11pfrppqgh!19sChIJSfJ8iKopzBIRpaQoyJG30js?authuser=0&hl=fr&rclk=1,5.0,125,Chauffagiste,81 Av. Henri Dunant BAT E3,,0489729350,https://www.encchauffage.com/,chauffagiste,12,Grasse,0489729350,2
chauffagiste,CSM (Chauffage Sanitaire Mayennais),https://www.google.com/maps/place/CSM+%28Chauffage+Sanitaire+Mayennais%29/data=!4m7!3m6!1s0x4808fe752217beeb:0x687e149734280a18!8m2!3d48.0565925!4d-0.750834!16s%2Fg%2F1twyyycd!19sChIJ674XInX-CEgRGAooNJcUfmg?authuser=0&hl=fr&rclk=1,4.6,16,Plombier,91 Av. d'Angers,,0243532101,,chauffagiste,9,Angers,0243532101,2
chauffagiste,ARTISAN PLOMBIER MEUDON E.L.P.F ASSISTANCE,https://www.google.com/maps/place/ARTISAN+PLOMBIER+MEUDON+E.L.P.F+ASSISTANCE/data=!4m7!3m6!1s0x47e67a5f3cf11321:0x842c26aaac59bdbf!8m2!3d48.8160588!4d2.2468588!16s%2Fg%2F11btm7s9_9!19sChIJIRPxPF965kcRv71ZrKomLIQ?authuser=0&hl=fr&rclk=1,4.8,117,Plombier,2 Bis Rue Robert Julien Lanen,,0146304612,http://www.artisans-plombiers-meudon.fr/,chauffagiste,3,Meudon,0146304612,2
chauffagiste,Musset entreprise-plomberie-chauffage-sanitaire-Reze-Bouguenais-les sorinieres-Vertou,https://www.google.com/maps/place/Musset+entreprise-plomberie-chauffage-sanitaire-Reze-Bouguenais-les+sorinieres-Vertou/data=!4m7!3m6!1s0x4805e96a33a7683d:0x8f6c13ca18e9844a!8m2!3d47.1821799!4d-1.5415451!16s%2Fg%2F1tfpz6hf!19sChIJPWinM2rpBUgRSoTpGMoTbI8?authuser=0&hl=fr&rclk=1,4.9,44,Plombier,27 Av. de la Sermonière,,0681818883,,chauffagiste,12,Rezé,0681818883,2
chauffagiste,Plombier Maurice Plaisir,https://www.google.com/maps/place/Plombier+Maurice+Plaisir/data=!4m7!3m6!1s0x47e68545b7e93e71:0x678b230dfce317f3!8m2!3d48.8252789!4d1.9675224!16s%2Fg%2F11wfp7rm7c!19sChIJcT7pt0WF5kcR8xfj_A0ji2c?authuser=0&hl=fr&rclk=1,5.0,77,Plombier,5 Av. Lucie Aubrac,,0184191223,https://plombiermauriceplaisir.shop/,chauffagiste,3,Plaisir,0184191223,2
cloture,Rideaux Métalliques Marseille - Installation et dépannage des rideaux métalliques,https://www.google.com/maps/place/Rideaux+M%C3%A9talliques+Marseille+-+Installation+et+d%C3%A9pannage+des+rideaux+m%C3%A9talliques/data=!4m7!3m6!1s0x12c9c106445665bb:0x1cda68ba5927f19!8m2!3d43.2838292!4d5.3835616!16s%2Fg%2F11l2dvsqp7!19sChIJu2VWRAbByRIRGX-SpYumzQE?authuser=0&hl=fr&rclk=1,4.9,64,Atelier de métallerie,37 Rue Saint-Sébastien,,0484895051,https://rideaux-metalliques-marseille.fr/,cloture,3,Marseille,0484895051,3
cloture,Ax'eau - Recherche de fuites Marseille,https://www.google.com/maps/place/Ax%27eau+-+Recherche+de+fuites+Marseille/data=!4m7!3m6!1s0x12c9c1cfb6d7af49:0xbb1133b2f97a5ab6!8m2!3d43.5407656!4d5.0218248!16s%2Fg%2F11fqzt79d3!19sChIJSa_Xts_ByRIRtlp6-bIzEbs?authuser=0&hl=fr&rclk=1,4.9,128,Service de réparation de piscines,·,,0484890356,https://particuliers.ax-eau.com/nos-implantations/marseille/,pisciniste,3,Marseille,0484890356,0
cloture,Green Aluminium - Garde-corps aluminium Nice,https://www.google.com/maps/place/Green+Aluminium+-+Garde-corps+aluminium+Nice/data=!4m7!3m6!1s0x12cdd127410df757:0xe1a515f2489ba012!8m2!3d43.685392!4d7.18627!16s%2Fg%2F11h18zr4pt!19sChIJV_cNQSfRzRIREqCbSPIVpeE?authuser=0&hl=fr&rclk=1,4.7,56,Atelier de métallerie,"38, allée des pêcheurs Secteur A3",,0616107181,https://www.google.com/aclk?sa=L&ai=DChsSEwidvaeE7r2UAxWwl2gJHVA2IvwYACICCAEQABoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XD07iuG1zinqeXenHpcIVrqtE5qZDmAdHDDPQWQDN-GXJEpYx5FUyRoC9b8QAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_2UHqO70fQX7RAGFTKnsNkBwBsaTg&adurl&q&ctype=99&nis=6,cloture,3,Nice,0616107181,2
cloture,Ets. Piscinco: magasin d'accessoires de piscine à Nice,https://www.google.com/maps/place/Ets.+Piscinco:+magasin+d%27accessoires+de+piscine+%C3%A0+Nice/data=!4m7!3m6!1s0x12cdd00a4014d1e5:0x8ca8fe5c7ab56191!8m2!3d43.699616!4d7.2257524!16s%2Fg%2F1tkf31bz!19sChIJ5dEUQArQzRIRkWG1elz-qIw?authuser=0&hl=fr&rclk=1,4.7,38,Service de réparation de piscines,·,,0988502979,https://pisciniste-nice.fr/,pisciniste,3,Nice,0988502979,1
cloture,ESPACE CLOTURE NANTES,https://www.google.com/maps/place/ESPACE+CLOTURE+NANTES/data=!4m7!3m6!1s0x48060bb10cde956d:0xcc8209e9772ef9f!8m2!3d47.1812875!4d-1.259352!16s%2Fg%2F1tftqgk2!19sChIJbZXeDLELBkgRn-9yl54gyAw?authuser=0&hl=fr&rclk=1,4.6,7,Entrepreneur spécialisé dans les clôtures,10 Rue des Potiers,,0251717676,https://www.espace-cloture.fr/,cloture,6,Nantes,0251717676,2
cloture,RENOV HABITAT 67 Couvreur strasbourg,https://www.google.com/maps/place/RENOV+HABITAT+67+Couvreur+strasbourg/data=!4m7!3m6!1s0x4796c9fbfc910321:0x72b05b7421b378c4!8m2!3d48.5572324!4d7.7472818!16s%2Fg%2F11fvckf2w5!19sChIJIQOR_PvJlkcRxHizIXRbsHI?authuser=0&hl=fr&rclk=1,4.7,61,Couvreur,204 Av. de Colmar,,0651701705,https://www.renov-habitat67.fr/,bardage,3,Strasbourg,0651701705,2
cloture,Notes de Styles - Agence Architecte d'intérieur Strasbourg,https://www.google.com/maps/place/Notes+de+Styles+-+Agence+Architecte+d%27int%C3%A9rieur+Strasbourg/data=!4m7!3m6!1s0x4796b7cbd94a12a3:0x55774f45b87a2b6!8m2!3d48.5433638!4d7.7673368!16s%2Fg%2F1tjs3wrf!19sChIJoxJK2cu3lkcRtqKHW_R0VwU?authuser=0&hl=fr&rclk=1,4.8,105,Agence d'architecture,16 Rue Riehl,,0662737806,https://www.notesdestyles.com/nos-agences/architecte-dinterieur-bas-rhin/agence-notes-de-styles-strasbourg/,bardage,3,Strasbourg,0662737806,2
cloture,SPE Paysagiste Saint-André-Lez-Lille,https://www.google.com/maps/place/SPE+Paysagiste+Saint-Andr%C3%A9-Lez-Lille/data=!4m7!3m6!1s0x47c32b6d69a2bbfb:0xdafef1254d47cf0d!8m2!3d50.6538905!4d3.0539463!16s%2Fg%2F11f6z7nzgp!19sChIJ-7uiaW0rw0cRDc9HTSXx_to?authuser=0&hl=fr&rclk=1,4.7,14,Paysagiste,13 Rue Victor Hugo,,0320218450,http://spe-paysagiste.fr/,paysagiste,6,Lille,0320218450,2
cloture,Ets BARBEIRA Lille - Dépannage de Rideaux métalliques et Réparation de Volets roulants,https://www.google.com/maps/place/Ets+BARBEIRA+Lille+-+D%C3%A9pannage+de+Rideaux+m%C3%A9talliques+et+R%C3%A9paration+de+Volets+roulants/data=!4m7!3m6!1s0x47c2d5d80f3414ab:0xdb1ac03c037b2e3b!8m2!3d50.6233807!4d3.0483975!16s%2Fg%2F11vrlqmctm!19sChIJqxQ0D9jVwkcROy57AzzAGts?authuser=0&hl=fr&rclk=1,5.0,31,Atelier de métallerie,32 Rue d'Arcole,,0320739099,https://lille.etsbarbeira.fr/,cloture,3,Lille,0320739099,0
cloture,Ambition piscines et spas - Magiline Rennes,https://www.google.com/maps/place/Ambition+piscines+et+spas+-+Magiline+Rennes/data=!4m7!3m6!1s0x480f1f629460543f:0x56d3371f4d656a82!8m2!3d48.1545689!4d-1.7069366!16s%2Fg%2F11s4w7f_4w!19sChIJP1RglGIfD0gRgmplTR8301Y?authuser=0&hl=fr&rclk=1,5.0,42,Société de construction de piscine,6 Rue Newton,,0299040741,http://www.ambition35.fr/,pisciniste,7,Rennes,0299040741,1
cloture,BS Entreprise Reims / Travaux de Rénovation,https://www.google.com/maps/place/BS+Entreprise+Reims+%2F+Travaux+de+R%C3%A9novation/data=!4m7!3m6!1s0x47e976a96d409573:0xd680782bb27fd807!8m2!3d49.2145339!4d4.0672862!16s%2Fg%2F11c54nbtks!19sChIJc5VAbal26UcRB9h_sit4gNY?authuser=0&hl=fr&rclk=1,4.5,82,Entrepreneur spécialisé dans les clôtures,·,,0326876224,https://bs-entreprise-renovation-51.com/,cloture,6,Reims,0326876224,0
cloture,DAP Paysagiste - Spécialiste des espaces verts à Reims,https://www.google.com/maps/place/DAP+Paysagiste+-+Sp%C3%A9cialiste+des+espaces+verts+%C3%A0+Reims/data=!4m7!3m6!1s0x47e9759d1f0a7e0d:0xa030b1d57ae667ce!8m2!3d49.2616634!4d4.0097723!16s%2Fg%2F11js2j77tm!19sChIJDX4KH5116UcRzmfmetWxMKA?authuser=0&hl=fr&rclk=1,4.9,87,Paysagiste,215 Bd Charles Arnould,,0767383154,https://www.dap-paysagiste-reims.fr/,paysagiste,7,Reims,0767383154,1
cloture,BRISSET CLÔTURES/PORTAILS & PAYSAGES,https://www.google.com/maps/place/BRISSET+CL%C3%94TURES%2FPORTAILS+%26+PAYSAGES/data=!4m7!3m6!1s0x47e102a97d49151f:0xd7080cc4e2ea1e9e!8m2!3d49.3590064!4d0.8761787!16s%2Fg%2F11fzb226y9!19sChIJHxVJfakC4UcRnh7q4sQMCNc?authuser=0&hl=fr&rclk=1,4.7,53,Entrepreneur spécialisé dans les clôtures,26 Rte de Rouen,,0232568980,http://www.distributeur-cloture.com/,cloture,9,Rouen,0232568980,2
cloture,Les Fidèles Compagnons du Toit,https://www.google.com/maps/place/Les+Fid%C3%A8les+Compagnons+du+Toit/data=!4m7!3m6!1s0x6253fb90eb8232b5:0x77272b562dd5135e!8m2!3d43.1251095!4d5.9305171!16s%2Fg%2F11vs4qs6g3!19sChIJtTKC65D7U2IRXhPVLVYrJ3c?authuser=0&hl=fr&rclk=1,4.9,79,Couvreur,9 Bd de Strasbourg,,0465846197,https://les-fideles-compagnons-du-toit.fr/,bardage,3,Strasbourg,0465846197,2
cloture,"APEF Toulon Est - Aide à domicile, Ménage, Jardinage et Garde d'enfants","https://www.google.com/maps/place/APEF+Toulon+Est+-+Aide+%C3%A0+domicile,+M%C3%A9nage,+Jardinage+et+Garde+d%27enfants/data=!4m7!3m6!1s0x12c91b1c4baf72bf:0x2b261ba910de9673!8m2!3d43.1118979!4d5.9353777!16s%2Fg%2F11y1748ydz!19sChIJv3KvSxwbyRIRc5beEKkbJis?authuser=0&hl=fr&rclk=1",5.0,20,Agence de services d'aide à domicile,·,,0494382435,https://www.apef.fr/nos-agences/apef-toulon-est/?utm_source=gmb,paysagiste,4,Toulon,0494382435,2
cloture,Elite renov Dijon,https://www.google.com/maps/place/Elite+renov+Dijon/data=!4m7!3m6!1s0x47f29d552242cb5b:0x3c3acd91731a55b3!8m2!3d47.3184035!4d5.0362858!16s%2Fg%2F11xg5pznr2!19sChIJW8tCIlWd8kcRs1Uac5HNOjw?authuser=0&hl=fr&rclk=1,4.9,52,Entrepreneur,74 Rue Berbisey,,0380608949,https://eliterenov21.fr/,bardage,3,Dijon,0380608949,2
cloture,BPF Pisciniste Dijon,https://www.google.com/maps/place/BPF+Pisciniste+Dijon/data=!4m7!3m6!1s0x47f29df31d41af53:0xae6655aca18c8b66!8m2!3d47.3323033!4d5.0388685!16s%2Fg%2F11yq61cxd8!19sChIJU69BHfOd8kcRZouMoaxVZq4?authuser=0&hl=fr&rclk=1,5.0,7,Société de construction de piscine,52 Rue de Jouvence,,0663575552,https://bpf-store.com/,pisciniste,9,Dijon,0663575552,0
cloture,Technitoit Dijon,https://www.google.com/maps/place/Technitoit+Dijon/data=!4m7!3m6!1s0x47f29c65cf65a25f:0x7f94c8e89020586!8m2!3d47.2905464!4d5.0163572!16s%2Fg%2F11fzbkpt18!19sChIJX6Jlz2Wc8kcRhgUCiY5M-Qc?authuser=0&hl=fr&rclk=1,4.9,248,Couvreur,5A Rue Joseph Jacquard,,0366883663,https://www.technitoit.com/agence/cote-d-or-21-dijon?utm_source=google&utm_medium=gmb,bardage,3,Dijon,0366883663,2
cloture,AAGROUP Dijon,https://www.google.com/maps/place/AAGROUP+Dijon/data=!4m7!3m6!1s0x47f29deceae1bd63:0x7cea4f02821223aa!8m2!3d47.3321578!4d5.0529027!16s%2Fg%2F11f2sdfw7z!19sChIJY73h6uyd8kcRqiMSggJP6nw?authuser=0&hl=fr&rclk=1,4.6,5,Agence d'architecture,22 Av. de Marbotte,,0380305641,http://www.aagroup.fr/,bardage,3,Dijon,0380305641,2
cloture,"Ent. COSKUN DIJON Isolation Extérieure, Ravalement de façade","https://www.google.com/maps/place/Ent.+COSKUN+DIJON+Isolation+Ext%C3%A9rieure,+Ravalement+de+fa%C3%A7ade/data=!4m7!3m6!1s0x47f29c4659c00001:0x21b5a95a6d850f16!8m2!3d47.2879543!4d5.0230043!16s%2Fg%2F11g0tl0wsf!19sChIJAQDAWUac8kcRFg-FbVqptSE?authuser=0&hl=fr&rclk=1",4.9,38,Peintre en bâtiment,10 Rue Antoine Becquerel,,0611711555,https://www.coskunfacades.fr/,bardage,13,Dijon,0611711555,2
cloture,Daniel Moquet signe vos clôtures - Angers Ouest,https://www.google.com/maps/place/Daniel+Moquet+signe+vos+cl%C3%B4tures+-+Angers+Ouest/data=!4m7!3m6!1s0x48088130fe51bdb9:0x67e31172448bb958!8m2!3d47.4500971!4d-0.673394!16s%2Fg%2F11hz9lh0lk!19sChIJub1R_jCBCEgRWLmLRHIR42c?authuser=0&hl=fr&rclk=1,4.8,19,Entrepreneur spécialisé dans les clôtures,·,,0241339179,https://www.moquet-clotures.com/cloture-portail/,cloture,6,Angers,0241339179,1
cloture,Verthème Paysage | Paysagiste à Angers (49),https://www.google.com/maps/place/Verth%C3%A8me+Paysage+%7C+Paysagiste+%C3%A0+Angers+%2849%29/data=!4m7!3m6!1s0x4808800c2003c039:0xdbd2fd185f3bf851!8m2!3d47.4716975!4d-0.7035428!16s%2Fg%2F1tx1sl4n!19sChIJOcADIAyACEgRUfg7Xxj90ts?authuser=0&hl=fr&rclk=1,4.7,47,Architecte paysagiste,·,,0241200500,https://www.vertheme-paysagiste.com/,paysagiste,7,Angers,0241200500,2
cloture,Wiss Toiture & Rénovation | Brest Quimper,https://www.google.com/maps/place/Wiss+Toiture+%26+R%C3%A9novation+%7C+Brest+Quimper/data=!4m7!3m6!1s0x4394c40d84568bed:0xacb89e1e278365e5!8m2!3d48.406579!4d-4.4966567!16s%2Fg%2F11w_y1pd5w!19sChIJ7YtWhA3ElEMR5WWDJx6euKw?authuser=0&hl=fr&rclk=1,4.9,8,Couvreur,2 Rue Maurice le Flem,,0666370506,https://www.wisstoiture.fr/,bardage,7,Quimper,0666370506,2
cloture,PICARDIE RENOVATION AMIENS,https://www.google.com/maps/place/PICARDIE+RENOVATION+AMIENS/data=!4m7!3m6!1s0xa74dc43bbcb94e27:0x60d8be0c8e79cc2b!8m2!3d49.9273641!4d2.2837938!16s%2Fg%2F11y3l06c3p!19sChIJJ065vDvETacRK8x5jgy-2GA?authuser=0&hl=fr&rclk=1,4.9,96,Couvreur,19 Rue André Durouchez,,0310455000,https://picardie-renovation.fr/,bardage,4,Amiens,0310455000,2
cloture,Mister Toiture Limoges,https://www.google.com/maps/place/Mister+Toiture+Limoges/data=!4m7!3m6!1s0x47f9357829e86995:0xdfeab14fb6a12180!8m2!3d45.8711156!4d1.2687925!16s%2Fg%2F11spnykl1d!19sChIJlWnoKXg1-UcRgCGhtk-x6t8?authuser=0&hl=fr&rclk=1,4.6,70,Couvreur,1 Rue Pierre Michaux,,0533522952,https://mistertoiture.com/agence/mister-toiture-limoges/?utm_source=gmb&utm_medium=gmb,bardage,6,Limoges,0533522952,1
cloture,Couvreur Limoges - DGC Couverture,https://www.google.com/maps/place/Couvreur+Limoges+-+DGC+Couverture/data=!4m7!3m6!1s0x47f935cd9fabf521:0xbef496791587399e!8m2!3d45.8704257!4d1.3078092!16s%2Fg%2F11pyc3fl67!19sChIJIfWrn801-UcRnjmHFXmW9L4?authuser=0&hl=fr&rclk=1,5.0,53,Couvreur,22 Rue du Châtenet,,0611932237,https://dgccouverture.com/,bardage,6,Limoges,0611932237,1
cloture,David Deslauriers - couvreur zingueur Limoges,https://www.google.com/maps/place/David+Deslauriers+-+couvreur+zingueur+Limoges/data=!4m7!3m6!1s0x47f935e76c46c5c3:0xc55d7914314af72f!8m2!3d45.8362952!4d1.3051196!16s%2Fg%2F11gh9q2c17!19sChIJw8VGbOc1-UcRL_dKMRR5XcU?authuser=0&hl=fr&rclk=1,4.8,67,Couvreur,·,,0642232212,https://couvreur-limoges-87.fr/,bardage,3,Limoges,0642232212,1
cloture,Technitoit Limoges,https://www.google.com/maps/place/Technitoit+Limoges/data=!4m7!3m6!1s0x47f9354452a69283:0x76d48b1e2086d1c5!8m2!3d45.8363816!4d1.2508966!16s%2Fg%2F11h320lc50!19sChIJg5KmUkQ1-UcRxdGGIB6L1HY?authuser=0&hl=fr&rclk=1,4.4,205,Couvreur,33 Av. Marcellin Berthelot,,0533522943,https://www.technitoit.com/agence/haute-vienne-87-limoges-renovation?utm_source=gmb&utm_medium=gmb,bardage,3,Limoges,0533522943,1
cloture,ATTILA Limoges Nord,https://www.google.com/maps/place/ATTILA+Limoges+Nord/data=!4m7!3m6!1s0x47f93582a5befad5:0x5cecb44edc0fc868!8m2!3d45.8728014!4d1.3063231!16s%2Fg%2F11b6dq3vqm!19sChIJ1fq-pYI1-UcRaMgP3E607Fw?authuser=0&hl=fr&rclk=1,4.7,82,Couvreur,·,,0555304250,http://www.attila.fr/nos-agences/attila-limoges-nord,bardage,3,Limoges,0555304250,1
pisciniste,Irripiscine by Irrijardin Limoges,https://www.google.com/maps/place/Irripiscine+by+Irrijardin+Limoges/data=!4m7!3m6!1s0x47f935a7042ac301:0x2ae53939144017ed!8m2!3d45.883581!4d1.280641!16s%2Fg%2F11h6crx30x!19sChIJAcMqBKc1-UcR7RdAFDk55So?authuser=0&hl=fr&rclk=1,4.6,96,Société de construction de piscine,·,,0544225374,https://www.irripiscine.fr/magasins/limoges,pisciniste,6,Limoges,0544225374,1
cloture,"Aqua Piscines – Construction, rénovation, magasin et entretien de piscines à Perpignan","https://www.google.com/maps/place/Aqua+Piscines+%E2%80%93+Construction,+r%C3%A9novation,+magasin+et+entretien+de+piscines+%C3%A0+Perpignan/data=!4m7!3m6!1s0x12b0701ff5dcf973:0x3f0c2630aadab3dc!8m2!3d42.6686893!4d2.9177916!16s%2Fg%2F1hhv_cynl!19sChIJc_nc9R9wsBIR3LPaqjAmDD8?authuser=0&hl=fr&rclk=1",4.5,220,Société de construction de piscine,·,,0468735261,http://www.aqua-piscines.com/,pisciniste,6,Perpignan,0468735261,1
pisciniste,ADH Piscines & Paysages – Paysagiste Pisciniste Spa – Orléans,https://www.google.com/maps/place/ADH+Piscines+%26+Paysages+%E2%80%93+Paysagiste+Pisciniste+Spa+%E2%80%93+Orl%C3%A9ans/data=!4m7!3m6!1s0x47e4eff82c36fac3:0xc7c0c1077460351f!8m2!3d47.89737!4d1.8532578!16s%2Fg%2F11b6zr8h99!19sChIJw_o2LPjv5EcRHzVgdAfBwMc?authuser=0&hl=fr&rclk=1,4.6,160,Société de construction de piscine,·,,0238251030,https://www.adh-paysages.com/,pisciniste,7,Orléans,0238251030,0
cloture,"Loiret Fermetures : Portail Orléans, Portail Aluminium, Installateur Portail, Volet Roulant Orléans","https://www.google.com/maps/place/Loiret+Fermetures+:+Portail+Orl%C3%A9ans,+Portail+Aluminium,+Installateur+Portail,+Volet+Roulant+Orl%C3%A9ans/data=!4m7!3m6!1s0x47e4e01e61c6fe85:0x10b883b4a20849d5!8m2!3d47.762052!4d2.016101!16s%2Fg%2F11bc96qcmq!19sChIJhf7GYR7g5EcR1UkIorSDuBA?authuser=0&hl=fr&rclk=1",4.7,18,Fournisseur de portes,·,,0238593920,https://www.loiret-fermetures.fr/,cloture,4,Orléans,0238593920,2
cloture,AmenExter,https://www.google.com/maps/place/AmenExter/data=!4m7!3m6!1s0x47919ceebd401169:0xffd18e5d6bbb30c0!8m2!3d47.7922062!4d7.336297!16s%2Fg%2F11clzgyhcv!19sChIJaRFAve6ckUcRwDC7a12O0f8?authuser=0&hl=fr&rclk=1,4.8,92,Paysagiste,100 Fbg de Mulhouse,,0389504234,https://www.amenexter.fr/?utm_source=Google&utm_medium=My%20Business,paysagiste,6,Mulhouse,0389504234,2
