niche_source,company_name,google_maps_url,google_rating,google_review_count,category_google,address,city,phone,website,niche_assigned,city_matched,city_match_method,competitors_count_lsa,competitors_count_lsa
cloture,2L Fermetures Electricité,https://www.google.com/maps/place/2L+Fermetures+Electricit%C3%A9/data=!4m7!3m6!1s0x12ac126dec59eeeb:0x5ae21905d02d8179!8m2!3d44.05623!4d1.4050006!16s%2Fg%2F1tf3l225!19sChIJ6-5Z7G0SrBIReYEt0AUZ4lo?authuser=0&hl=fr&rclk=1,4.8,52,Entrepreneur spécialisé dans les clôtures,53 Chem. de Balat,,0582819834,https://2lfermetures.fr/?utm_source=gmb,cloture,Montauban,gps_5km,2,2
cloture,CRS CLÔTURE 82,https://www.google.com/maps/place/CRS+CL%C3%94TURE+82/data=!4m7!3m6!1s0x12ac15e520646ddd:0xa16061f73e812fd6!8m2!3d44.0601531!4d1.5089685!16s%2Fg%2F11vl7k3g0m!19sChIJ3W1kIOUVrBIR1i-BPvdhYKE?authuser=0&hl=fr&rclk=1,5.0,17,Maçon,400 Chem. des Gourdis,,0780223349,https://rdvartisans.fr/annuaire/artisans/crs-cloture-82-negrepelisse-82800/,cloture,Montauban,gps_13km,2,2
cloture,Clamens Technologies - Portails - Alarmes - Automatismes - Montauban,https://www.google.com/maps/place/Clamens+Technologies+-+Portails+-+Alarmes+-+Automatismes+-+Montauban/data=!4m7!3m6!1s0x12ac126be015757f:0x88c16b96b9e8e4e5!8m2!3d44.0356051!4d1.3835029!16s%2Fg%2F1tk40hb5!19sChIJf3UV4GsSrBIR5eTouZZrwYg?authuser=0&hl=fr&rclk=1,4.6,50,Magasin de matériel de surveillance,·,,0563220202,https://clamenstechnologies.com/,cloture,Montauban,name,2,2
cloture,PGR ELAGAGE 82 | Élagueur Abattage Taille Arbres Haies Entretien Jardin Pose Clôture Tarn-et-Garonne Montauban Bressols,https://www.google.com/maps/place/PGR+ELAGAGE+82+%7C+%C3%89lagueur+Abattage+Taille+Arbres+Haies+Entretien+Jardin+Pose+Cl%C3%B4ture+Tarn-et-Garonne+Montauban+Bressols/data=!4m7!3m6!1s0x12ac0f66c35db7df:0x783c6da93d5af197!8m2!3d43.9950248!4d1.3265168!16s%2Fg%2F11lq3ty1vn!19sChIJ37ddw2YPrBIRl_FaPaltPHg?authuser=0&hl=fr&rclk=1,5.0,7,Paysagiste,Chem. de Royer,,0635249275,https://www.elagage-82.fr/,cloture,Montauban,name,2,2
cloture,Clamens Technologies - Portails - Alarmes - Automatismes - Montauban,https://www.google.com/maps/place/Clamens+Technologies+-+Portails+-+Alarmes+-+Automatismes+-+Montauban/data=!4m7!3m6!1s0x12ac126be015757f:0x88c16b96b9e8e4e5!8m2!3d44.0356051!4d1.3835029!16s%2Fg%2F1tk40hb5!19sChIJf3UV4GsSrBIR5eTouZZrwYg?authuser=0&hl=fr&rclk=1,4.6,50,Magasin de matériel de surveillance,·,,0563220202,https://clamenstechnologies.com/,cloture,Montauban,name,2,2
cloture,PGR ELAGAGE 82 | Élagueur Abattage Taille Arbres Haies Entretien Jardin Pose Clôture Tarn-et-Garonne Montauban Bressols,https://www.google.com/maps/place/PGR+ELAGAGE+82+%7C+%C3%89lagueur+Abattage+Taille+Arbres+Haies+Entretien+Jardin+Pose+Cl%C3%B4ture+Tarn-et-Garonne+Montauban+Bressols/data=!4m7!3m6!1s0x12ac0f66c35db7df:0x783c6da93d5af197!8m2!3d43.9950248!4d1.3265168!16s%2Fg%2F11lq3ty1vn!19sChIJ37ddw2YPrBIRl_FaPaltPHg?authuser=0&hl=fr&rclk=1,5.0,7,Paysagiste,Chem. de Royer,,0635249275,https://www.google.com/aclk?sa=L&ai=DChsSEwjuyIag_L2UAxUHl2gJHV_-H6kYACICCAEQAxoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XKmobXE1g-3gO7Amddi1WOElE2JEzA8n2T2s55H9lVBIlDf84OV6ERoC6mgQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_0scv1obDlG12yySkC66xWkwMvThQ&adurl&q&ctype=99&nis=6,cloture,Montauban,name,2,2
cloture,Clamens Technologies - Portails - Alarmes - Automatismes - Montauban,https://www.google.com/maps/place/Clamens+Technologies+-+Portails+-+Alarmes+-+Automatismes+-+Montauban/data=!4m7!3m6!1s0x12ac126be015757f:0x88c16b96b9e8e4e5!8m2!3d44.0356051!4d1.3835029!16s%2Fg%2F1tk40hb5!19sChIJf3UV4GsSrBIR5eTouZZrwYg?authuser=0&hl=fr&rclk=1,4.6,50,Magasin de matériel de surveillance,·,,0563220202,https://clamenstechnologies.com/,cloture,Montauban,name,2,2
cloture,PGR ELAGAGE 82 | Élagueur Abattage Taille Arbres Haies Entretien Jardin Pose Clôture Tarn-et-Garonne Montauban Bressols,https://www.google.com/maps/place/PGR+ELAGAGE+82+%7C+%C3%89lagueur+Abattage+Taille+Arbres+Haies+Entretien+Jardin+Pose+Cl%C3%B4ture+Tarn-et-Garonne+Montauban+Bressols/data=!4m7!3m6!1s0x12ac0f66c35db7df:0x783c6da93d5af197!8m2!3d43.9950248!4d1.3265168!16s%2Fg%2F11lq3ty1vn!19sChIJ37ddw2YPrBIRl_FaPaltPHg?authuser=0&hl=fr&rclk=1,5.0,7,Paysagiste,Chem. de Royer,,0635249275,https://www.elagage-82.fr/,cloture,Montauban,name,2,2
cloture,Daniel Moquet signe vos clôtures - Ent. Bodas,https://www.google.com/maps/place/Daniel+Moquet+signe+vos+cl%C3%B4tures+-+Ent.+Bodas/data=!4m7!3m6!1s0x47e823100f7e37ab:0xda6a1c03cdaf5be1!8m2!3d49.80713!4d3.33653!16s%2Fg%2F11lfbpv61g!19sChIJqzd-DxAj6EcR4VuvzQMcato?authuser=0&hl=fr&rclk=1,4.9,71,Entrepreneur spécialisé dans les clôtures,·,,0323071085,https://www.moquet-clotures.com/cloture-portail/,cloture,Saint-Quentin,gps_5km,0,0
cloture,"EXTERALU : pergola, portail, store banne, carport, véranda à Saint-Quentin","https://www.google.com/maps/place/EXTERALU+:+pergola,+portail,+store+banne,+carport,+v%C3%A9randa+%C3%A0+Saint-Quentin/data=!4m7!3m6!1s0x47e819e43881d26b:0xb0d0796ab4a93480!8m2!3d49.8418334!4d3.2850726!16s%2Fg%2F11j22srhy4!19sChIJa9KBOOQZ6EcRgDSptGp50LA?authuser=0&hl=fr&rclk=1",4.8,159,Fabricant d'abris voiture et de pergolas,·,,0323053576,https://www.exteralu.fr/,cloture,Saint-Quentin,name,0,0
cloture,Ma clôture SANIEZ - Saint-Quentin,https://www.google.com/maps/place/Ma+cl%C3%B4ture+SANIEZ+-+Saint-Quentin/data=!4m7!3m6!1s0x47e8192f83b74bc7:0xbd0a8a3dbbc730e8!8m2!3d49.854829!4d3.261289!16s%2Fg%2F11xkqx9m10!19sChIJx0u3gy8Z6EcR6DDHuz2KCr0?authuser=0&hl=fr&rclk=1,5.0,7,Entrepreneur spécialisé dans les clôtures,Rue Charles Naudin,,0327720813,https://www.macloture-saniez.com/,cloture,Saint-Quentin,name,0,0
cloture,Daniel Moquet signe vos clôtures - Ent. Bodas,https://www.google.com/maps/place/Daniel+Moquet+signe+vos+cl%C3%B4tures+-+Ent.+Bodas/data=!4m7!3m6!1s0x47e823100f7e37ab:0xda6a1c03cdaf5be1!8m2!3d49.80713!4d3.33653!16s%2Fg%2F11lfbpv61g!19sChIJqzd-DxAj6EcR4VuvzQMcato?authuser=0&hl=fr&rclk=1,4.9,71,Entrepreneur spécialisé dans les clôtures,·,,0323071085,https://www.moquet-clotures.com/cloture-portail/,cloture,Saint-Quentin,gps_5km,0,0
cloture,"EXTERALU : pergola, portail, store banne, carport, véranda à Saint-Quentin","https://www.google.com/maps/place/EXTERALU+:+pergola,+portail,+store+banne,+carport,+v%C3%A9randa+%C3%A0+Saint-Quentin/data=!4m7!3m6!1s0x47e819e43881d26b:0xb0d0796ab4a93480!8m2!3d49.8418334!4d3.2850726!16s%2Fg%2F11j22srhy4!19sChIJa9KBOOQZ6EcRgDSptGp50LA?authuser=0&hl=fr&rclk=1",4.8,159,Fabricant d'abris voiture et de pergolas,·,,0323053576,https://www.exteralu.fr/,cloture,Saint-Quentin,name,0,0
cloture,Ma clôture SANIEZ - Saint-Quentin,https://www.google.com/maps/place/Ma+cl%C3%B4ture+SANIEZ+-+Saint-Quentin/data=!4m7!3m6!1s0x47e8192f83b74bc7:0xbd0a8a3dbbc730e8!8m2!3d49.854829!4d3.261289!16s%2Fg%2F11xkqx9m10!19sChIJx0u3gy8Z6EcR6DDHuz2KCr0?authuser=0&hl=fr&rclk=1,5.0,7,Entrepreneur spécialisé dans les clôtures,Rue Charles Naudin,,0327720813,https://www.macloture-saniez.com/,cloture,Saint-Quentin,name,0,0
cloture,Store Déco Lemoine,https://www.google.com/maps/place/Store+D%C3%A9co+Lemoine/data=!4m7!3m6!1s0x47e818fad4731533:0xe04cc4184b86b8a8!8m2!3d49.859393!4d3.260844!16s%2Fg%2F1td1j9lg!19sChIJMxVz1PoY6EcRqLiGSxjETOA?authuser=0&hl=fr&rclk=1,4.5,67,Entrepreneur spécialisé dans les clôtures,·,,0323672620,https://www.store-deco.com/,cloture,Saint-Quentin,gps_2km,0,0
cloture,"LE DEPANNEUR : réparations et motorisations volets, portails et portes de garage","https://www.google.com/maps/place/LE+DEPANNEUR+:+r%C3%A9parations+et+motorisations+volets,+portails+et+portes+de+garage/data=!4m7!3m6!1s0x47e819ba96a04323:0x1227a77fd8306f35!8m2!3d49.8421679!4d3.2832137!16s%2Fg%2F11j85wsymv!19sChIJI0OglroZ6EcRNW8w2H-nJxI?authuser=0&hl=fr&rclk=1",5.0,382,Service de réparation,1 Rue des Islots,,0627631576,https://www.depanneur-expert.fr/,cloture,Saint-Quentin,gps_0km,0,0
cloture,Stevens Élagage Elagueur Abattage Taille De Haies Jardinier Paysagiste Pose De Clôture,https://www.google.com/maps/place/Stevens+%C3%89lagage+Elagueur+Abattage+Taille+De+Haies+Jardinier+Paysagiste+Pose+De+Cl%C3%B4ture/data=!4m7!3m6!1s0x47e60d6dc6e3a5d3:0x4e9e87052dae4bdd!8m2!3d48.6807824!4d2.5026636!16s%2Fg%2F11n2l7ms4t!19sChIJ06Xjxm0N5kcR3UuuLQWHnk4?authuser=0&hl=fr&rclk=1,4.9,44,Service d'élagage,·,,0631903469,,cloture,Évry-Courcouronnes,gps_7km,0,0
cloture,Artisan Beck - Clôturiste & Aménagement de jardin,https://www.google.com/maps/place/Artisan+Beck+-+Cl%C3%B4turiste+%26+Am%C3%A9nagement+de+jardin/data=!4m7!3m6!1s0x47e6791c3e53b315:0x2c45441eadd35319!8m2!3d48.721148!4d2.257066!16s%2Fg%2F11n7d0lr5h!19sChIJFbNTPhx55kcRGVPTrR5ERSw?authuser=0&hl=fr&rclk=1,4.6,109,Entrepreneur spécialisé dans les clôtures,21 Avenue du Président Wilson,,0622061309,https://www.google.com/aclk?sa=L&ai=DChsSEwibrID1_r2UAxUSLwYAHTC2NusYACICCAEQBhoCd3M&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XIKpnb9qTJQobgZjH01MScZz3ZItbpL0_lefQ7xGnnrFTD3FC5jQLBoCvQgQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1jnl86dSnR3EsS9Xs9dSWQHDU0lQ&adurl&q&ctype=99&nis=6,cloture,Clamart,gps_8km,1,1
cloture,THIOLON clôtures,https://www.google.com/maps/place/THIOLON+cl%C3%B4tures/data=!4m7!3m6!1s0x47e676eb321c4b5f:0x35a94292653d978c!8m2!3d48.7526127!4d2.3355759!16s%2Fg%2F11f1226vrx!19sChIJX0scMut25kcRjJc9ZZJCqTU?authuser=0&hl=fr&rclk=1,4.9,29,Magasin de matériel pour clôtures,·,,0149849800,http://www.thiolon.fr/,cloture,Villejuif,gps_4km,2,2
cloture,"DOERR ELAGAGE 93 - Elagueur, Abattage d'arbres, Taille de haie, Dessouchage arbre et haie, Paysagiste, Jardinier, Pose abris de jardin, Pose et changement de clôture et grillage en Seine-Saint-Denis 93 Ile-de-France","https://www.google.com/maps/place/DOERR+ELAGAGE+93+-+Elagueur,+Abattage+d%27arbres,+Taille+de+haie,+Dessouchage+arbre+et+haie,+Paysagiste,+Jardinier,+Pose+abris+de+jardin,+Pose+et+changement+de+cl%C3%B4ture+et+grillage+en+Seine-Saint-Denis+93+Ile-de-France/data=!4m7!3m6!1s0x47e613e955f5c409:0x5966eeb657b1d074!8m2!3d48.9131324!4d2.5071783!16s%2Fg%2F11k7kmkr5g!19sChIJCcT1VekT5kcRdNCxV7buZlk?authuser=0&hl=fr&rclk=1",5.0,21,Service d'élagage,144 All. du Colonel Fabien,,0623785915,https://www.doerr-elagage-93.fr/,cloture,Livry-Gargan,gps_1km,1,1
cloture,"DOERR ELAGAGE 93 - Elagueur, Abattage d'arbres, Taille de haie, Dessouchage arbre et haie, Paysagiste, Jardinier, Pose abris de jardin, Pose et changement de clôture et grillage en Seine-Saint-Denis 93 Ile-de-France","https://www.google.com/maps/place/DOERR+ELAGAGE+93+-+Elagueur,+Abattage+d%27arbres,+Taille+de+haie,+Dessouchage+arbre+et+haie,+Paysagiste,+Jardinier,+Pose+abris+de+jardin,+Pose+et+changement+de+cl%C3%B4ture+et+grillage+en+Seine-Saint-Denis+93+Ile-de-France/data=!4m7!3m6!1s0x47e613e955f5c409:0x5966eeb657b1d074!8m2!3d48.9131324!4d2.5071783!16s%2Fg%2F11k7kmkr5g!19sChIJCcT1VekT5kcRdNCxV7buZlk?authuser=0&hl=fr&rclk=1",5.0,21,Service d'élagage,144 All. du Colonel Fabien,,0623785915,https://www.doerr-elagage-93.fr/,cloture,Livry-Gargan,gps_1km,1,1
cloture,Adl clôture,https://www.google.com/maps/place/Adl+cl%C3%B4ture/data=!4m7!3m6!1s0x12cea3d118a84d1b:0x174e72b891ec3054!8m2!3d43.4549963!4d6.7094001!16s%2Fg%2F11h0w9qjm_!19sChIJG02oGNGjzhIRVDDskbhyThc?authuser=0&hl=fr&rclk=1,4.8,16,Entrepreneur spécialisé dans les clôtures,821 Chem. des Vernèdes,,0656770592,http://www.adl-cloture.fr/,cloture,Fréjus,gps_3km,2,2
cloture,Clôtures Marsiglia Roquebrune,https://www.google.com/maps/place/Cl%C3%B4tures+Marsiglia+Roquebrune/data=!4m7!3m6!1s0x12cea4ddc5522959:0x19358a1c72764d44!8m2!3d43.4632621!4d6.6271682!16s%2Fg%2F11c6ldsvq4!19sChIJWSlSxd2kzhIRRE12chyKNRk?authuser=0&hl=fr&rclk=1,4.8,53,Magasin de matériel pour clôtures,·,,0494819576,https://www.clotures-marsiglia.com/,cloture,Fréjus,gps_9km,2,2
cloture,Techni Confort,https://www.google.com/maps/place/Techni+Confort/data=!4m7!3m6!1s0x12cebd2cd93ccb85:0xc520b7d9ad225bed!8m2!3d43.44133!4d6.71458!16s%2Fg%2F1tl1f28f!19sChIJhcs82Sy9zhIR7Vsirdm3IMU?authuser=0&hl=fr&rclk=1,4.9,244,Entrepreneur spécialisé dans les clôtures,·,,0494521748,http://www.techni-confort.com/,cloture,Fréjus,gps_1km,2,2
cloture,Clôture Marsiglia Cogolin,https://www.google.com/maps/place/Cl%C3%B4ture+Marsiglia+Cogolin/data=!4m7!3m6!1s0x12cec906f8751591:0xd92ecb1b78e1aac!8m2!3d43.256313!4d6.528102!16s%2Fg%2F12llf3zs7!19sChIJkRV1-AbJzhIRrBqOt7Hskg0?authuser=0&hl=fr&rclk=1,4.5,15,Entrepreneur spécialisé dans les clôtures,344 route Collobrières,,0498120605,https://www.clotures-marsiglia.com/,cloture,Fréjus,gps_25km,2,2
cloture,Tschoeppé Création Nantes,https://www.google.com/maps/place/Tschoepp%C3%A9+Cr%C3%A9ation+Nantes/data=!4m7!3m6!1s0x4805e57d900a3e19:0xfdeee10b46130b8e!8m2!3d47.277496!4d-1.462878!16s%2Fg%2F11kqn1wd9x!19sChIJGT4KkH3lBUgRjgsTRgvh7v0?authuser=0&hl=fr&rclk=1,5.0,52,Entrepreneur spécialisé dans les clôtures,9 Rue Jean Mermoz,,0255101330,https://www.google.com/aclk?sa=L&ai=DChsSEwj8udzj_72UAxUbrmgJHT1wIqQYACICCAEQABoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XIeFZTDqdx5CqwyNQVTaBgkvZvWtxXtFm2eb_rZ5yVzXJAr2udg7CRoCqZEQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_2hP4L9Jca564fG0zKCS_0flgS3Ag&adurl&q&ctype=99&nis=6,cloture,Nantes,name,2,2
cloture,ID Environnement - Agence de Saint-Herblain (44),https://www.google.com/maps/place/ID+Environnement+-+Agence+de+Saint-Herblain+%2844%29/data=!4m7!3m6!1s0x4805eca7c4a809c7:0x4fc3c581f59e14c8!8m2!3d47.2025299!4d-1.6344157!16s%2Fg%2F119w7jf7c!19sChIJxwmoxKfsBUgRyBSe9YHFw08?authuser=0&hl=fr&rclk=1,4.6,23,Magasin de matériel pour clôtures,·,,0240634363,https://www.idenvironnement.fr/?utm_source=google&utm_medium=gmb&utm_campaign=Stherblain,cloture,Saint-Herblain,name,2,2
cloture,Maytop Bretagne,https://www.google.com/maps/place/Maytop+Bretagne/data=!4m7!3m6!1s0x48059347f4bc077d:0x84fabe5651f08526!8m2!3d47.2343453!4d-1.6628284!16s%2Fg%2F11fd484j8s!19sChIJfQe89EeTBUgRJoXwUVa--oQ?authuser=0&hl=fr&rclk=1,4.8,17,Entrepreneur spécialisé dans les clôtures,21 Rue Jan Palach,,0240385555,https://www.maytop-bretagne-menuiseries.fr/agence-de-saint-herblain,cloture,Saint-Herblain,gps_2km,2,2
cloture,Lambert Clôtures 56,https://www.google.com/maps/place/Lambert+Cl%C3%B4tures+56/data=!4m7!3m6!1s0x480fe2089aba62cd:0x9e97502f987fd214!8m2!3d47.6804418!4d-2.8010122!16s%2Fg%2F11bwq9bg93!19sChIJzWK6mgjiD0gRFNJ_mC9Ql54?authuser=0&hl=fr&rclk=1,4.8,38,Magasin de materiaux de construction,·,,0297484670,https://www.lambert-clotures.com/?utm_source=gmb,cloture,Vannes,gps_3km,0,0
cloture,Portails CPO - Portails et clôtures à Vannes,https://www.google.com/maps/place/Portails+CPO+-+Portails+et+cl%C3%B4tures+%C3%A0+Vannes/data=!4m7!3m6!1s0x480fe24823b19e21:0xb953a360a4d697d3!8m2!3d47.6339264!4d-2.6661162!16s%2Fg%2F1tgx1dxc!19sChIJIZ6xI0jiD0gR05fWpGCjU7k?authuser=0&hl=fr&rclk=1,4.8,26,Fournisseur de portes,·,,0297432626,http://www.portail-cpo.com/?utm_source=gmb,cloture,Vannes,name,0,0
cloture,Atlantique Portail Automatique,https://www.google.com/maps/place/Atlantique+Portail+Automatique/data=!4m7!3m6!1s0x48101f864b10a6d7:0x11dafa91990fa477!8m2!3d47.6797306!4d-2.7703439!16s%2Fg%2F1tkf0c84!19sChIJ16YQS4YfEEgRd6QPmZH62hE?authuser=0&hl=fr&rclk=1,4.7,74,Fournisseur de portes de garage,·,,0297619509,http://www.portail-automatique-56.fr/,cloture,Vannes,gps_2km,0,0
cloture,Cloture Pro,https://www.google.com/maps/place/Cloture+Pro/data=!4m7!3m6!1s0x481019a75add095d:0x27b91c14bb7fc1b9!8m2!3d47.566838!4d-2.5122551!16s%2Fg%2F11jn4wzwv_!19sChIJXQndWqcZEEgRucF_uxQcuSc?authuser=0&hl=fr&rclk=1,5.0,30,Entrepreneur spécialisé dans les clôtures,·,,0297483354,http://clotures-pro.fr/,cloture,Vannes,gps_21km,0,0
cloture,"Fenêtres du Golfe - Fenêtres, Portes, Stores, Portails","https://www.google.com/maps/place/Fen%C3%AAtres+du+Golfe+-+Fen%C3%AAtres,+Portes,+Stores,+Portails/data=!4m7!3m6!1s0x48101eb6ab6f0c31:0x651dc5465b9bb9a7!8m2!3d47.6653001!4d-2.7883854!16s%2Fg%2F1vwlnjnp!19sChIJMQxvq7YeEEgRp7mbW0bFHWU?authuser=0&hl=fr&rclk=1",4.5,153,Fournisseur de fenêtres,·,,0297531752,https://www.fenetresdugolfe.com/,cloture,Vannes,gps_2km,0,0
cloture,HOMKiA Narbonne - 3GR Habitat,https://www.google.com/maps/place/HOMKiA+Narbonne+-+3GR+Habitat/data=!4m7!3m6!1s0x12b1ac71f17079fd:0xc01c389a635aedc5!8m2!3d43.18814!4d3.008439!16s%2Fg%2F11ddwtkft4!19sChIJ_Xlw8XGssRIRxe1aY5o4HMA?authuser=0&hl=fr&rclk=1,4.6,312,Entrepreneur spécialisé dans les clôtures,·,,0467903462,https://www.homkia.fr/nos-points-conseils/menuiserie-narbonne/,cloture,Narbonne,name,0,0
cloture,Artisan Beck - Clôturiste & Aménagement de jardin,https://www.google.com/maps/place/Artisan+Beck+-+Cl%C3%B4turiste+%26+Am%C3%A9nagement+de+jardin/data=!4m7!3m6!1s0x47e6791c3e53b315:0x2c45441eadd35319!8m2!3d48.7211475!4d2.2570661!16s%2Fg%2F11n7d0lr5h!19sChIJFbNTPhx55kcRGVPTrR5ERSw?authuser=0&hl=fr&rclk=1,4.6,115,Entrepreneur spécialisé dans les clôtures,21 Av. du Président Wilson,,0622061309,https://www.artisan-beck-91.fr/,cloture,Clamart,gps_8km,1,1
cloture,Lambert Clôtures Ile de France,https://www.google.com/maps/place/Lambert+Cl%C3%B4tures+Ile+de+France/data=!4m7!3m6!1s0x47e6730c422e5097:0xc310b19d0a94be55!8m2!3d48.7071276!4d2.3012164!16s%2Fg%2F1tdfbf56!19sChIJl1AuQgxz5kcRVb6UCp2xEMM?authuser=0&hl=fr&rclk=1,5.0,15,Magasin de materiaux de construction,·,,0155531010,https://www.lambert-clotures.com/?utm_source=gmb,cloture,Choisy-le-Roi,gps_10km,0,0
cloture,Daniel Moquet,https://www.google.com/maps/place/Daniel+Moquet/data=!4m7!3m6!1s0x47e5d70900a2fa85:0x68c9bf99f067b507!8m2!3d48.6924415!4d2.2413679!16s%2Fg%2F11vb84hr61!19sChIJhfqiAAnX5UcRB7Vn8Jm_yWg?authuser=0&hl=fr&rclk=1,4.8,25,Entrepreneur spécialisé dans les clôtures,Chem. du Bois Courtin,,0130474350,https://www.moquet-clotures.com/,cloture,Clamart,gps_12km,1,1
cloture,Clôtures Guillaumie & Gaut,https://www.google.com/maps/place/Cl%C3%B4tures+Guillaumie+%26+Gaut/data=!4m7!3m6!1s0x47f8bd311da2cb03:0xf0517e9f4db9e0a5!8m2!3d45.1515633!4d1.4906788!16s%2Fg%2F11b6dqtvnc!19sChIJA8uiHTG9-EcRpeC5TZ9-UfA?authuser=0&hl=fr&rclk=1,4.6,43,Magasin de matériel pour clôtures,·,,0555882231,http://www.guillaumie-gaut.fr/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,cloture,Brive-la-Gaillarde,gps_3km,1,1
cloture,URBAN Clôtures,https://www.google.com/maps/place/URBAN+Cl%C3%B4tures/data=!4m7!3m6!1s0x47f8bd6d146c844b:0xca7f4940b44ae1b4!8m2!3d45.1449833!4d1.4884678!16s%2Fg%2F11r42fgc_m!19sChIJS4RsFG29-EcRtOFKtEBJf8o?authuser=0&hl=fr&rclk=1,5.0,6,Entrepreneur spécialisé dans les clôtures,"Zone du Fourneault, 39 Rue Jacques Cheminade",,0519590165,http://urbanclotures.com/,cloture,Brive-la-Gaillarde,gps_3km,1,1
cloture,Daniel Moquet,https://www.google.com/maps/place/Daniel+Moquet/data=!4m7!3m6!1s0x47f8bd67dcf3e58f:0xefddfffdd56b0dda!8m2!3d45.1449939!4d1.489552!16s%2Fg%2F11tcjr5dvs!19sChIJj-Xz3Ge9-EcR2g1r1f3_3e8?authuser=0&hl=fr&rclk=1,4.7,34,Entrepreneur spécialisé dans les clôtures,"ZAC du Fourneault, 48 Rue Jacques Cheminade",,0555873975,https://www.moquet-clotures.com/cloture-portail/,cloture,Brive-la-Gaillarde,gps_3km,1,1
cloture,S.E service élagage et clôture 🌳🌳,https://www.google.com/maps/place/S.E+service+%C3%A9lagage+et+cl%C3%B4ture+%F0%9F%8C%B3%F0%9F%8C%B3/data=!4m7!3m6!1s0x12adc39e06c1e0c9:0xd234c460e8df06f0!8m2!3d43.9441896!4d2.125482!16s%2Fg%2F11qqsdv8pw!19sChIJyeDBBp7DrRIR8Abf6GDENNI?authuser=0&hl=fr&rclk=1,4.9,49,Entrepreneur spécialisé dans les clôtures,15 Pass. Privé des Sapinettes,,0612531163,https://se-elagage-et-cloture.fr/,cloture,Albi,gps_2km,2,2
cloture,José Élagage Clôture Abattage,https://www.google.com/maps/place/Jos%C3%A9+%C3%89lagage+Cl%C3%B4ture+Abattage/data=!4m7!3m6!1s0xa9aaa87cf69fd135:0x998e0429944738e!8m2!3d43.9452523!4d2.126245!16s%2Fg%2F11y1xtythx!19sChIJNdGf9nyoqqkRjnNEmULgmAk?authuser=0&hl=fr&rclk=1,4.9,57,Entrepreneur spécialisé dans les clôtures,361 Chem. de Canavières,,0644835945,https://jose-elagage-cloture-abattage.fr/,cloture,Albi,gps_2km,2,2
cloture,Daniel Moquet signe vos clôtures - Ent. DMC Vouters,https://www.google.com/maps/place/Daniel+Moquet+signe+vos+cl%C3%B4tures+-+Ent.+DMC+Vouters/data=!4m7!3m6!1s0x12add161a22fe3b3:0x64f6226d8e29c12b!8m2!3d43.8942608!4d1.9691517!16s%2Fg%2F11shdqn64k!19sChIJs-MvomHRrRIRK8Epjm0i9mQ?authuser=0&hl=fr&rclk=1,4.8,13,Entrepreneur spécialisé dans les clôtures,19 Chem. de la Bouissounade,,0563554958,https://www.moquet-clotures.com/cloture-portail/,cloture,Albi,gps_14km,2,2
cloture,Clôture Aluminium,https://www.google.com/maps/place/Cl%C3%B4ture+Aluminium/data=!4m7!3m6!1s0x12ade7998af00001:0xaa47684f9eb8c434!8m2!3d44.0587904!4d2.1375046!16s%2Fg%2F11hz8rz8c_!19sChIJAQDwipnnrRIRNMS4nk9oR6o?authuser=0&hl=fr&rclk=1,4.9,18,Entrepreneur spécialisé dans les clôtures,3 ZI de la cokerie,,0536353661,https://www.lacloturealu.fr/contactez-nous,cloture,Albi,gps_14km,2,2
cloture,"PORTELLI : Portails, Porte de garage, Automatisme Somfy et BFT, Cloture, Store, Volet, Pergola bioclimatique Tarn","https://www.google.com/maps/place/PORTELLI+:+Portails,+Porte+de+garage,+Automatisme+Somfy+et+BFT,+Cloture,+Store,+Volet,+Pergola+bioclimatique+Tarn/data=!4m7!3m6!1s0x12addcb75f948763:0xf8864674297642e8!8m2!3d43.9155998!4d2.0820209!16s%2Fg%2F1td6jtwj!19sChIJY4eUX7fcrRIR6EJ2KXRGhvg?authuser=0&hl=fr&rclk=1",4.8,39,Atelier de métallerie,·,,0563382631,https://www.portelli.fr/,cloture,Albi,gps_5km,2,2
cloture,S.N Services,https://www.google.com/maps/place/S.N+Services/data=!4m7!3m6!1s0x12ade9e4162c2405:0x303b211b274c6d64!8m2!3d43.7918754!4d2.2363386!16s%2Fg%2F11pwxzmph4!19sChIJBSQsFuTprRIRZG1MJxshOzA?authuser=0&hl=fr&rclk=1,5.0,53,Entrepreneur spécialisé dans les clôtures,·,,0623830834,http://www.sn-services-paysagiste.fr/?utm_source=gmb,cloture,Albi,gps_16km,2,2
