maps,nom,note,avis,metier, adresse,tel,site
https://www.google.com/maps/place/Batig%C3%A8re+Maison+Familiale/data=!4m7!3m6!1s0x4794dc1eb10bc3e1:0x4e3a56e2ccffa6ea!8m2!3d49.1070466!4d6.1793551!16s%2Fg%2F12qh8zgr1!19sChIJ4cMLsR7clEcR6qb_zOJWOk4?authuser=0&hl=fr&rclk=1,Batigère Maison Familiale,"3,9",-19,Promoteur immobilier,·,03 87 39 57 00,https://www.batigere-maison-familiale.fr/
https://www.google.com/maps/place/Les+Gentlemen+du+D%C3%A9m%C3%A9nagement+Aaction+Dem+Metz/data=!4m7!3m6!1s0x4794dc228af7ba53:0x2ecf9496da0254f5!8m2!3d49.1108192!4d6.1881107!16s%2Fg%2F11bzz43lvd!19sChIJU7r3iiLclEcR9VQC2paUzy4?authuser=0&hl=fr&rclk=1,Les Gentlemen du Déménagement Aaction Dem Metz,"4,6",-91,Services de déménagement et de stockage,7 Rue de Queuleu Entree 2,03 87 36 65 43,https://www.aaction-dem.com/demenagement-metz
https://www.google.com/maps/place/Stradim/data=!4m7!3m6!1s0x4794dda7f8bbcdaf:0xa0c5f0f826a3e02a!8m2!3d49.1060866!4d6.1749932!16s%2Fg%2F11flb9_fhc!19sChIJr827-KfdlEcRKuCjJvjwxaA?authuser=0&hl=fr&rclk=1,Stradim,"2,7",-33,Promoteur immobilier,·,03 87 57 52 57,https://www.stradim.fr/
https://www.google.com/maps/place/Association+Travailler+En+Moselle/data=!4m7!3m6!1s0x4794dc034652abad:0x62261e6f38ce0d65!8m2!3d49.0973965!4d6.1789812!16s%2Fg%2F1tmg5gvy!19sChIJratSRgPclEcRZQ3OOG8eJmI?authuser=0&hl=fr&rclk=1,Association Travailler En Moselle,4,-60,Agence de services d'aide à domicile,·,03 87 78 68 48,https://www.travaillerenmoselle.fr/
https://www.google.com/maps/place/All4home+Metz/data=!4m7!3m6!1s0x4794dd70faa5a3ab:0x85dd6d10637c78a!8m2!3d49.1214139!4d6.1773919!16s%2Fg%2F11j3wvl4_q!19sChIJq6Ol-nDdlEcRisc3BtHWXQg?authuser=0&hl=fr&rclk=1,All4home Metz,"4,6",-37,Service de ménage,·,03 87 61 77 86,https://www.all4home.fr/menage-garde-enfant-metz/
https://www.google.com/maps/place/Solutia+Metz/data=!4m7!3m6!1s0x4794dc0deab3c715:0x65508ba7a5513677!8m2!3d49.1030089!4d6.1711901!16s%2Fg%2F1hm5q71pj!19sChIJFcez6g3clEcRdzZRpaeLUGU?authuser=0&hl=fr&rclk=1,Solutia Metz,"4,7",-66,Agence de services d'aide à domicile,"rdc, 35 Rue aux Arènes",03 54 22 62 75,https://www.solutia-domicile.com/menage-metz-57
https://www.google.com/maps/place/R%C3%A9novation+Anguita:+peintre+metz/data=!4m7!3m6!1s0x4794dd3c140fc083:0xf146e57b50c840d4!8m2!3d49.1067585!4d6.1764491!16s%2Fg%2F11txjdb14z!19sChIJg8APFDzdlEcR1EDIUHvlRvE?authuser=0&hl=fr&rclk=1,Rénovation Anguita: peintre metz,5,-6,Peintre en bâtiment,86 Rue aux Arènes,06 58 98 11 40,https://xn--rnovation-anguita-btb.fr/accueil
https://www.google.com/maps/place/Agence+immobili%C3%A8re+Guy+Hoquet+METZ/data=!4m7!3m6!1s0x4794dc061ebd63f1:0x7a44041047f5454c!8m2!3d49.1097737!4d6.1667692!16s%2Fg%2F1wtbstwx!19sChIJ8WO9HgbclEcRTEX1RxAERHo?authuser=0&hl=fr&rclk=1,Agence immobilière Guy Hoquet METZ,"4,1",-21,Agence immobilière,5 Av. de Lattre de Tassigny,03 87 32 20 90,https://metz.guy-hoquet.com/
https://www.google.com/maps/place/La+Caverne+du+Gobelin/data=!4m7!3m6!1s0x4794dc1e4d4d7143:0x1919b3cac9ac6a8c!8m2!3d49.117844!4d6.1735225!16s%2Fg%2F1pp2tw1y7!19sChIJQ3FNTR7clEcRjGqsycqzGRk?authuser=0&hl=fr&rclk=1,La Caverne du Gobelin,"4,7",-865,Magasin de jeux de cartes/jeux de plateaux,·,03 87 18 42 08,https://cavernedugobelin.fr/
https://www.google.com/maps/place/FONCIA+%7C+Agence+Immobili%C3%A8re+%7C+Gestion+Locative-Syndic-Location-Location+Vacances%7C+Metz+%7C+Av.+Fran%C3%A7ois+Mitterrand/data=!4m7!3m6!1s0x4794dd95112a47a9:0x53d000f7f1e2c8d8!8m2!3d49.107338!4d6.1802294!16s%2Fg%2F11jdh6t_kt!19sChIJqUcqEZXdlEcR2Mji8fcA0FM?authuser=0&hl=fr&rclk=1,FONCIA | Agence Immobilière | Gestion Locative-Syndic-Location-Location Vacances| Metz | Av. François Mitterrand,"2,9",-265,Agence immobilière,·,03 87 76 45 77,https://fr.foncia.com/agence-immobiliere/metz-57/agence-immobiliere/foncia-metz-3751
https://www.google.com/maps/place/MD57+construction/data=!4m7!3m6!1s0x4794d913d6f95aad:0x917f2007bbc45ab4!8m2!3d49.104825!4d6.1962338!16s%2Fg%2F11h5phlymh!19sChIJrVr51hPZlEcRtFrEuwcgf5E?authuser=0&hl=fr&rclk=1,MD57 construction,5,-14,Maçon,·,06 49 44 99 96,
https://www.google.com/maps/place/ERA+L%27AGENCE+DU+BOTANIQUE+METZ/data=!4m7!3m6!1s0x4794dc0a3dbedf71:0xe11c908189b2288!8m2!3d49.1037838!4d6.1622964!16s%2Fg%2F1tj51jh2!19sChIJcd--PQrclEcRiCKbGAjJEQ4?authuser=0&hl=fr&rclk=1,ERA L'AGENCE DU BOTANIQUE METZ,"4,3",-72,Agence immobilière,36 Rue de Pont-à-Mousson,03 87 50 31 49,http://www.erafrance.com/agence-immobiliere-metz-1388
https://www.google.com/maps/place/Eco+assainissement+D%C3%A9bouchage+Metz/data=!4m7!3m6!1s0x4794dc41fae97f53:0x793da1f1275740a0!8m2!3d49.0940313!4d6.183576!16s%2Fg%2F119v2ldyx!19sChIJU3_p-kHclEcRoEBXJ_GhPXk?authuser=0&hl=fr&rclk=1,Eco assainissement Débouchage Metz,"4,8",-53,Service d'assainissement,8 Rue Delesse,06 51 79 24 20,http://www.eco-assainissement.fr/
https://www.google.com/maps/place/%C3%80+le+Fleuve/data=!4m7!3m6!1s0x47e671d3ae7213ef:0xd95989bdb0eaf445!8m2!3d49.1150331!4d6.1788672!16s%2Fg%2F11h0mcdnqk!19sChIJ7xNyrtNx5kcRRfTqsL2JWdk?authuser=0&hl=fr&rclk=1,À le Fleuve,5,-8,Agence de marketing,35 Pl. du Quarteau,09 53 28 08 02,http://www.alefleuve.com/
https://www.google.com/maps/place/G-O+PLATRIER+PLAQUISTE+-+Metz+Thionville+Luxembourg./data=!4m7!3m6!1s0x4794df6839736dcd:0x18a08cc63f68abd5!8m2!3d49.1338!4d6.20217!16s%2Fg%2F11vryz4vg5!19sChIJzW1zOWjflEcR1atoP8aMoBg?authuser=0&hl=fr&rclk=1,G-O PLATRIER PLAQUISTE - Metz Thionville Luxembourg.,5,-29,Plâtrier.ère,110 Rue Général Diou,07 67 01 64 37,https://www.goplatrierplaquiste.com/
https://www.google.com/maps/place/HelloDem/data=!4m7!3m6!1s0x20e1eabd45c76811:0x8700a267b8ca6450!8m2!3d49.1036514!4d6.1745329!16s%2Fg%2F11q9681gjt!19sChIJEWjHRb3q4SARUGTKuGeiAIc?authuser=0&hl=fr&rclk=1,HelloDem,"4,9",-250,Entreprise de déménagement,25 Rue Saint-Pierre,03 74 47 06 33,https://www.hello-dem.com/
https://www.google.com/maps/place/Entreprise+G%C3%A9n%C3%A9rale+de+Cl%C3%B4tures+-+EGC/data=!4m7!3m6!1s0x47e61b032ac8ae51:0x7a64a39ed0ddca4a!8m2!3d48.8789215!4d2.6881446!16s%2Fg%2F11b6dsc9hf!19sChIJUa7IKgMb5kcRSsrd0J6jZHo?authuser=0&hl=fr&rclk=1,Entreprise Générale de Clôtures - EGC,"4,6",-37,Magasin de matériel pour clôtures,25 Rue Charles Michels,01 64 30 26 93,https://www.egc.fr/
https://www.google.com/maps/place/CHTB/data=!4m7!3m6!1s0x4794dd484c9d50f1:0x2d50aeddd370b847!8m2!3d49.1115376!4d6.1711987!16s%2Fg%2F11nmmhnhfj!19sChIJ8VCdTEjdlEcRR7hw092uUC0?authuser=0&hl=fr&rclk=1,CHTB,"4,9",-20,Spécialiste de la salle de bains,25 Av. Robert Schuman,03 56 60 00 01,https://chtb.fr/
https://www.google.com/maps/place/FONCIA+%7C+Agence+Immobili%C3%A8re+%7C+Achat-Vente+%7C+Metz+%7C+Avenue+Fran%C3%A7ois+Mitterrand/data=!4m7!3m6!1s0x4794dc1b02fffe77:0x24ba6ac086181182!8m2!3d49.107342!4d6.1790835!16s%2Fg%2F1tlc6_kd!19sChIJd_7_AhvclEcRghEYhsBquiQ?authuser=0&hl=fr&rclk=1,FONCIA | Agence Immobilière | Achat-Vente | Metz | Avenue François Mitterrand,"4,3",-147,Agence immobilière,Av. François Mitterrand,03 53 64 19 14,https://fr.foncia.com/agence-immobiliere/metz-57/agence-immobiliere/ft-lorraine-bourgogne-metz-pompidou-1501
https://www.google.com/maps/place/Eco+assainissement+D%C3%A9bouchage+Metz/data=!4m7!3m6!1s0x4794dc41fae97f53:0x793da1f1275740a0!8m2!3d49.0940313!4d6.183576!16s%2Fg%2F119v2ldyx!19sChIJU3_p-kHclEcRoEBXJ_GhPXk?authuser=0&hl=fr&rclk=1,Eco assainissement Débouchage Metz,"4,8",-53,Service d'assainissement,8 Rue Delesse,06 51 79 24 20,http://www.eco-assainissement.fr/
https://www.google.com/maps/place/%C3%80+le+Fleuve/data=!4m7!3m6!1s0x47e671d3ae7213ef:0xd95989bdb0eaf445!8m2!3d49.1150331!4d6.1788672!16s%2Fg%2F11h0mcdnqk!19sChIJ7xNyrtNx5kcRRfTqsL2JWdk?authuser=0&hl=fr&rclk=1,À le Fleuve,5,-8,Agence de marketing,35 Pl. du Quarteau,09 53 28 08 02,http://www.alefleuve.com/
https://www.google.com/maps/place/Eco+assainissement+D%C3%A9bouchage+Metz/data=!4m7!3m6!1s0x4794dc41fae97f53:0x793da1f1275740a0!8m2!3d49.0940313!4d6.183576!16s%2Fg%2F119v2ldyx!19sChIJU3_p-kHclEcRoEBXJ_GhPXk?authuser=0&hl=fr&rclk=1,Eco assainissement Débouchage Metz,"4,8",-53,Service d'assainissement,8 Rue Delesse,06 51 79 24 20,https://www.goplatrierplaquiste.com/
https://www.google.com/maps/place/CHTB/data=!4m7!3m6!1s0x4794dd484c9d50f1:0x2d50aeddd370b847!8m2!3d49.1115376!4d6.1711987!16s%2Fg%2F11nmmhnhfj!19sChIJ8VCdTEjdlEcRR7hw092uUC0?authuser=0&hl=fr&rclk=1,CHTB,"4,9",-20,Spécialiste de la salle de bains,25 Av. Robert Schuman,03 56 60 00 01,https://www.google.com/aclk?sa=L&ai=DChsSEwiyw43z9L2UAxUsh_0FHVOhFXsYACICCAEQAhoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XJlGBtI6ZHVj9pf1Uu6LrYga5Xl-XJ3aSC_PHCiOEfhwE9txOpq24BoCBEAQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_0NYXPa3UATraMXdR72H6oBdOh6qw&adurl&q&ctype=99&nis=6
https://www.google.com/maps/place/FONCIA+%7C+Agence+Immobili%C3%A8re+%7C+Achat-Vente+%7C+Metz+%7C+Avenue+Fran%C3%A7ois+Mitterrand/data=!4m7!3m6!1s0x4794dc1b02fffe77:0x24ba6ac086181182!8m2!3d49.107342!4d6.1790835!16s%2Fg%2F1tlc6_kd!19sChIJd_7_AhvclEcRghEYhsBquiQ?authuser=0&hl=fr&rclk=1,FONCIA | Agence Immobilière | Achat-Vente | Metz | Avenue François Mitterrand,"4,3",-147,Agence immobilière,Av. François Mitterrand,03 53 64 19 14,https://www.google.com/aclk?sa=L&ai=DChsSEwiyw43z9L2UAxUsh_0FHVOhFXsYACICCAEQARoCd2Y&co=1&ase=2&gclid=CjwKCAjwq6DQBhBVEiwA4ZD5XE77Hp1fZqCyhtp6JXuv8HFPXXoIitoYZko7_zatD7Y0kjemh6nbNxoCtSEQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_0mz5feALhKZiZ5F5ZCimHJuNK7fQ&adurl&q&ctype=99&nis=6
https://www.google.com/maps/place/HOMEBOX+Metz/data=!4m7!3m6!1s0x47ebe09f9513af75:0x43f1ddc896322dc4!8m2!3d49.1365704!4d6.1743845!16s%2Fg%2F11b5pjn65l!19sChIJda8TlZ_g60cRxC0ylsjd8UM?authuser=0&hl=fr&rclk=1,HOMEBOX Metz,"4,7",-242,Garde-meubles en libre-service,·,03 72 43 00 11,https://www.homebox.fr/liste-des-gardes-meubles/garde-meuble-metz.html?utm_campaign=gmb&utm_medium=organic&utm_source=google
https://www.google.com/maps/place/DLSI+Metz/data=!4m7!3m6!1s0x4794dc05887102ff:0x31b04e5b3853175!8m2!3d49.1082363!4d6.1696467!16s%2Fg%2F1tk66mgh!19sChIJ_wJxiAXclEcRdTGFs-UEGwM?authuser=0&hl=fr&rclk=1,DLSI Metz,"3,9",-23,Agence d'intérim,28 Av. Leclerc de Hauteclocque,03 87 18 19 19,https://dlsi-emploi.com/agence/dlsi-agence-metz/
https://www.google.com/maps/place/Livraison/data=!4m7!3m6!1s0x4794dd32bd3aa02f:0xc2d38a107d3653fe!8m2!3d49.118889!4d6.175094!16s%2Fg%2F11mhpw28q9!19sChIJL6A6vTLdlEcR_lM2fRCK08I?authuser=0&hl=fr&rclk=1,Livraison,,,Société de livraison,7 Rue Paul Bezanson,,
https://www.google.com/maps/place/Investigation+Protection+S%C3%A9curit%C3%A9/data=!4m7!3m6!1s0x4794dc02b2a16d73:0x3661493e82320000!8m2!3d49.1184362!4d6.1759535!16s%2Fg%2F1tcvn689!19sChIJc22hsgLclEcRAAAygj5JYTY?authuser=0&hl=fr&rclk=1,Investigation Protection Sécurité,5,-3,Agence de sécurité,Pl. Saint-Jacques,03 87 66 32 58,
https://www.google.com/maps/place/Batig%C3%A8re+Habitat+Metz+%E2%80%93+DIRECTION+TERRITORIALE+MOSELLE+SUD/data=!4m7!3m6!1s0x4794dc1eb10bc3e1:0x96c869e2a661de52!8m2!3d49.1146733!4d6.1765798!16s%2Fg%2F1wtbstx1!19sChIJ4cMLsR7clEcRUt5hpuJpyJY?authuser=0&hl=fr&rclk=1,Batigère Habitat Metz – DIRECTION TERRITORIALE MOSELLE SUD,"2,4",-203,Agence immobilière,·,03 87 71 11 11,https://www.batigere.fr/?utm_source=gmb
https://www.google.com/maps/place/Guidpro%27Finance+Courtier+Metz/data=!4m7!3m6!1s0x4794dc08944bcf07:0x19466c4187142c47!8m2!3d49.1224231!4d6.1485953!16s%2Fg%2F11b6dfzv04!19sChIJB89LlAjclEcRRywUh0FsRhk?authuser=0&hl=fr&rclk=1,Guidpro'Finance Courtier Metz,5,-425,Courtier en prêts hypothécaires,14 Rue Saint-Sigisbert,03 87 63 57 86,http://www.guidpro-finance.fr/
https://www.google.com/maps/place/Agence+Nestenn+Immobilier+Metz/data=!4m7!3m6!1s0x4794dc1bad560ea1:0x38c71140af1b2928!8m2!3d49.1114593!4d6.1783098!16s%2Fg%2F11f0wqgdwt!19sChIJoQ5WrRvclEcRKCkbr0ARxzg?authuser=0&hl=fr&rclk=1,Agence Nestenn Immobilier Metz,"4,7",-347,Agence immobilière,·,03 87 49 57 57,https://immobilier-metz.nestenn.com/
https://www.google.com/maps/place/M%C3%A9nage+et+repassage+%C3%A0+domicile+-+Shiva+Metz/data=!4m7!3m6!1s0x4794d954a97cefd1:0xf86ef60d05bdeb96!8m2!3d49.1080611!4d6.1700927!16s%2Fg%2F1q6clqxzp!19sChIJ0e98qVTZlEcRluu9BQ32bvg?authuser=0&hl=fr&rclk=1,Ménage et repassage à domicile - Shiva Metz,"4,4",-163,Service de ménage,3 Pl. Jean Moulin,03 72 43 10 00,https://www.shiva.fr/menage-repassage-domicile/metz?utm_campaign=shiva-metz-GMB&utm_medium=shiva_metz_GMB&utm_source=prm_GMB&utm_term=web
https://www.google.com/maps/place/Aubriat+SAS/data=!4m7!3m6!1s0x4794ddad72a8725b:0x9bedba1e0c2d96f5!8m2!3d48.794809!4d5.8080793!16s%2Fg%2F11h6mky031!19sChIJW3Kocq3dlEcR9ZYtDB667Zs?authuser=0&hl=fr&rclk=1,Aubriat SAS,1,-1,Entrepreneur spécialisé dans l'isolation,·,03 87 21 06 46,http://www.aubriat.fr/
https://www.google.com/maps/place/M%C3%A9nage+et+repassage+%C3%A0+domicile+-+Centre+Services+Metz/data=!4m7!3m6!1s0x4794ddcdbb2cb2cb:0x2bb50c28e37ed5bf!8m2!3d49.112239!4d6.1720106!16s%2Fg%2F11krh5c7fh!19sChIJy7Isu83dlEcRv9V-4ygMtSs?authuser=0&hl=fr&rclk=1,Ménage et repassage à domicile - Centre Services Metz,"4,6",-60,Service de ménage,2 Rue Harelle,03 72 43 00 09,https://centreservices.fr/metz-sud?source=CSGMB
https://www.google.com/maps/place/BP+SOS+Multi+Service+-+D%C3%A9barras+%26+nettoyage+extr%C3%AAme+%C3%A0+Metz/data=!4m7!3m6!1s0x4794d907655d1749:0x35228c969dfd7000!8m2!3d49.1316978!4d6.1663634!16s%2Fg%2F11r_ds3mgx!19sChIJSRddZQfZlEcRAHD9nZaMIjU?authuser=0&hl=fr&rclk=1,BP SOS Multi Service - Débarras & nettoyage extrême à Metz,5,-33,Services de nettoyage,15 Rte de Woippy,07 66 43 51 50,https://www.bpsosmultiservice.com/
https://www.google.com/maps/place/Shahin+Peinture+2000/data=!4m7!3m6!1s0x4794d94fd17e11ef:0x1b083d1f29fa16a0!8m2!3d49.1390849!4d6.1671875!16s%2Fg%2F11t7lxnm0x!19sChIJ7xF-0U_ZlEcRoBb6KR89CBs?authuser=0&hl=fr&rclk=1,Shahin Peinture 2000,5,-5,Peintre en bâtiment,105 Av. de Thionville,09 70 66 74 93,http://www.shahinpeinture.com/
https://www.google.com/maps/place/Lorraine+Innovation+Habitat+Sas/data=!4m7!3m6!1s0x4794dc1b1f510419:0xb4843ba9dcba603!8m2!3d49.1118612!4d6.1762354!16s%2Fg%2F11b6dps0bj!19sChIJGQRRHxvclEcRA6bLnbpDSAs?authuser=0&hl=fr&rclk=1,Lorraine Innovation Habitat Sas,5,-2,Société immobilière,26 Av. Foch,06 40 35 25 91,
https://www.google.com/maps/place/Port+de+Plaisance+de+Metz/data=!4m7!3m6!1s0x4794dc00818456f1:0x7769e520bb2353a0!8m2!3d49.1166646!4d6.1671335!16s%2Fg%2F11b6t5q5fp!19sChIJ8VaEgQDclEcRoFMjuyDlaXc?authuser=0&hl=fr&rclk=1,Port de Plaisance de Metz,"4,5",-1 844,Port de plaisance,·,07 83 48 32 76,https://www.regatesmessines.fr/page/2385876-port
https://www.google.com/maps/place/METZ+Nettoyage/data=!4m7!3m6!1s0x4794df73b4f009e9:0xc412f0054857751e!8m2!3d49.1255918!4d6.2164146!16s%2Fg%2F11yc87cgjh!19sChIJ6QnwtHPflEcRHnVXSAXwEsQ?authuser=0&hl=fr&rclk=1,METZ Nettoyage,5,-70,Service de nettoyage de moquettes,11 Pl. du Capitaine Frédéric Allmacher,06 05 58 86 69,https://aznettoyagesmetz.fr/
https://www.google.com/maps/place/Metz+Demenageur/data=!4m7!3m6!1s0x4794db053f44b081:0x1a9afcd909d7d14a!8m2!3d49.1031035!4d6.1528128!16s%2Fg%2F11j03fmntk!19sChIJgbBEPwXblEcRStHXCdn8mho?authuser=0&hl=fr&rclk=1,Metz Demenageur,"4,9",-42,Entreprise de déménagement,2 bis Rue de Reims,03 92 28 05 32,http://les-demenageurs-reactifs.webflow.io/metz-demenageur/demenageur-metz
https://www.google.com/maps/place/B%27CoWorker+-+Metz/data=!4m7!3m6!1s0x4794dd3e68ec1ae3:0x5ea1a339ef77cbf2!8m2!3d49.1119499!4d6.171642!16s%2Fg%2F11kpfzlgqf!19sChIJ4xrsaD7dlEcR8st37zmjoV4?authuser=0&hl=fr&rclk=1,B'CoWorker - Metz,5,-8,Espace de coworking,7 Rue Harelle,07 57 09 66 15,https://bcoworker.com/coworking-a-metz-location-de-bureaux-bcoworker/
https://www.google.com/maps/place/Agence+CENTURY+21+Atout+Immobilier+Metz/data=!4m7!3m6!1s0x4794dc0fbc1c0223:0xd8977f545ea62591!8m2!3d49.1097273!4d6.1728791!16s%2Fg%2F1v_w194r!19sChIJIwIcvA_clEcRkSWmXlR_l9g?authuser=0&hl=fr&rclk=1,Agence CENTURY 21 Atout Immobilier Metz,"4,3",-162,Agence immobilière,9 Rue Pasteur,03 87 66 20 00,http://www.century21-atout-immobilier-metz.com/?utm_source=google_business&utm_medium=bouton_fiche_agence&utm_campaign=agence-century-21-atout-immobilier-metz
https://www.google.com/maps/place/Inspirom/data=!4m7!3m6!1s0x4794dd4aca742d1b:0xdec1b6e228ec5b00!8m2!3d49.117752!4d6.1799176!16s%2Fg%2F11q3q2kh52!19sChIJGy10ykrdlEcRAFvsKOK2wd4?authuser=0&hl=fr&rclk=1,Inspirom,5,-18,Agence de marketing,5 Pl. des Paraiges,,https://inspirom.fr/
https://www.google.com/maps/place/Soncinema/data=!4m7!3m6!1s0x4794d95c7983dd25:0xd8c4b6f9861f027d!8m2!3d49.1245729!4d6.1640728!16s%2Fg%2F11jm6syfgs!19sChIJJd2DeVzZlEcRfQIfhvm2xNg?authuser=0&hl=fr&rclk=1,Soncinema,"4,8",-11,Électricien,4 Pl. Cormontaigne,03 87 60 13 77,https://www.connectetamaison.fr/
https://www.google.com/maps/place/Agence+CENTURY+21+Atout+Immobilier+Metz/data=!4m7!3m6!1s0x4794dc0fbc1c0223:0xd8977f545ea62591!8m2!3d49.1097273!4d6.1728791!16s%2Fg%2F1v_w194r!19sChIJIwIcvA_clEcRkSWmXlR_l9g?authuser=0&hl=fr&rclk=1,Agence CENTURY 21 Atout Immobilier Metz,"4,3",-162,Agence immobilière,9 Rue Pasteur,03 87 66 20 00,http://www.century21-atout-immobilier-metz.com/?utm_source=google_business&utm_medium=bouton_fiche_agence&utm_campaign=agence-century-21-atout-immobilier-metz
https://www.google.com/maps/place/Inspirom/data=!4m7!3m6!1s0x4794dd4aca742d1b:0xdec1b6e228ec5b00!8m2!3d49.117752!4d6.1799176!16s%2Fg%2F11q3q2kh52!19sChIJGy10ykrdlEcRAFvsKOK2wd4?authuser=0&hl=fr&rclk=1,Inspirom,5,-18,Agence de marketing,5 Pl. des Paraiges,,https://inspirom.fr/
https://www.google.com/maps/place/Soncinema/data=!4m7!3m6!1s0x4794d95c7983dd25:0xd8c4b6f9861f027d!8m2!3d49.1245729!4d6.1640728!16s%2Fg%2F11jm6syfgs!19sChIJJd2DeVzZlEcRfQIfhvm2xNg?authuser=0&hl=fr&rclk=1,Soncinema,"4,8",-11,Électricien,4 Pl. Cormontaigne,03 87 60 13 77,https://www.connectetamaison.fr/
https://www.google.com/maps/place/Kinougarde+Metz+%7C+Garde+d%27enfants+%C3%A0+domicile/data=!4m7!3m6!1s0x4794dc1acbfed9eb:0x7937fd035d5fa2a4!8m2!3d49.1106752!4d6.1747353!16s%2Fg%2F11b5zt0w4r!19sChIJ69n-yxrclEcRpKJfXQP9N3k?authuser=0&hl=fr&rclk=1,Kinougarde Metz | Garde d'enfants à domicile,"4,8",-110,Service de garde d'enfants à domicile,14 Rue Gambetta,03 87 18 04 38,https://www.kinougarde.com/agence/metz/?utm_source=GoogleMyBusiness&utm_medium=Site&utm_campaign=Metz
https://www.google.com/maps/place/MyJobest+Metz/data=!4m7!3m6!1s0x4794dea1f4fe6925:0x5cb857bcc3cfaed1!8m2!3d49.1223204!4d6.188332!16s%2Fg%2F11c6cd7pr3!19sChIJJWn-9KHelEcR0a7Pw7xXuFw?authuser=0&hl=fr&rclk=1,MyJobest Metz,"4,5",-74,Agence d'intérim,·,03 72 88 02 80,https://www.myjobest.eu/
https://www.google.com/maps/place/Aza%C3%A9+Metz/data=!4m7!3m6!1s0x4794dc1329f191e5:0x91734a0b423d52c7!8m2!3d49.1266486!4d6.1953166!16s%2Fg%2F11b66c17jw!19sChIJ5ZHxKRPclEcRx1I9QgtKc5E?authuser=0&hl=fr&rclk=1,Azaé Metz,"4,8",-97,Service de ménage,·,03 87 32 61 15,https://www.azae.com/index-des-agences-par-ville/agence-azae-metz-57070-107.html/?utm_source=multidif&utm_medium=organic
https://www.google.com/maps/place/Agence+immobili%C3%A8re+ERA+Agence+Immobili%C3%A8re+de+Lorraine+Metz/data=!4m7!3m6!1s0x4794dea9ccdc536f:0x3eda48399b24df70!8m2!3d49.1159538!4d6.174809!16s%2Fg%2F1tdpf3mc!19sChIJb1PczKnelEcRcN8kmzlI2j4?authuser=0&hl=fr&rclk=1,Agence immobilière ERA Agence Immobilière de Lorraine Metz,"4,6",-126,Agence immobilière,54 Rue Serpenoise,03 87 17 20 20,https://www.erafrance.com/agence-immobiliere-metz-238
https://www.google.com/maps/place/Sofit+Societe+Financiere+Et+Immobiliere+Treize/data=!4m7!3m6!1s0x4794dc1cb33d2073:0xf300dde78d1f309e!8m2!3d49.1149578!4d6.1754018!16s%2Fg%2F11flt37pks!19sChIJcyA9sxzclEcRnjAfjefdAPM?authuser=0&hl=fr&rclk=1,Sofit Societe Financiere Et Immobiliere Treize,,,Agence immobilière,17 Rue du Coetlosquet,03 72 00 01 00,
https://www.google.com/maps/place/Niyazi+Elec+-+Electricien+Metz+-+%C3%89lectricit%C3%A9+g%C3%A9n%C3%A9rale/data=!4m7!3m6!1s0x4794dfc4c0fc42f3:0x76db3471cc3f0f7d!8m2!3d49.1176735!4d6.2277806!16s%2Fg%2F11ghrgk_n4!19sChIJ80L8wMTflEcRfQ8_zHE023Y?authuser=0&hl=fr&rclk=1,Niyazi Elec - Electricien Metz - Électricité générale,5,-6,Électricien,7 Rue d'Anjou,06 52 07 77 70,http://niyazielec.fr/
https://www.google.com/maps/place/Clim%2B+Metz+:+Climatisation+-+Ventilation+-+Chauffage/data=!4m7!3m6!1s0x4794d93014277c55:0x70ac5ccad5fc9038!8m2!3d49.1487265!4d6.1597812!16s%2Fg%2F1xgz9qq6!19sChIJVXwnFDDZlEcROJD81cpcrHA?authuser=0&hl=fr&rclk=1,Clim+ Metz : Climatisation - Ventilation - Chauffage,"4,3",-12,Fournisseur de systèmes de climatisation,46 Av. de Thionville,03 87 32 98 98,https://www.climplus.com/infos-agence/metz-clim-2541
https://www.google.com/maps/place/Mariotti+%26+Associ%C3%A9s/data=!4m7!3m6!1s0x4794dc034207f035:0x554e2073807fb695!8m2!3d49.1151323!4d6.1739392!16s%2Fg%2F11b75glqdw!19sChIJNfAHQgPclEcRlbZ_gHMgTlU?authuser=0&hl=fr&rclk=1,Mariotti & Associés,"3,5",-4,Agence d'architecture,3 Av. Robert Schuman,03 72 72 62 12,http://www.mariotti-associes.com/
"https://www.google.com/maps/place/VIVASERVICES+METZ+-+M%C3%A9nage,+Jardinage,+Garde+d%27enfants,+Aide+aux+personnes+%C3%A2g%C3%A9es,+Bricolage,+Aide+informatique/data=!4m7!3m6!1s0x4794dbf51fe97d6d:0x44870840c847e5db!8m2!3d49.1014644!4d6.1567218!16s%2Fg%2F11c30vd5v2!19sChIJbX3pH_XblEcR2-VHyEAIh0Q?authuser=0&hl=fr&rclk=1","VIVASERVICES METZ - Ménage, Jardinage, Garde d'enfants, Aide aux personnes âgées, Bricolage, Aide informatique","4,7",-62,Agence de services d'aide à domicile,·,03 72 39 55 11,https://www.vivaservices.fr/agences/metz?source=98&utm_source=GMB&utm_campaign=GMB-metz
